"UserID","full","sur","family","Photo","active","date","place","terms","first_start","last_end","first_cv"
777,"Ernst MAJONICA","Ernst","MAJONICA","https://www.europarl.europa.eu/mepphoto/777.jpg",FALSE,"1920-10-29T00:00:00","Soest","1","1979-07-17T00:00:00","1984-07-23T00:00:00",NA
2335,"Nelly MAES","Nelly","MAES","https://www.europarl.europa.eu/mepphoto/2335.jpg",FALSE,"1941-02-25T00:00:00","Sinaai","4-5-5","1998-10-16T00:00:00","2004-07-19T00:00:00","Lower secondary teaching qualification in Dutch and history (1960). Taught Dutch and history in Sint-Niklaas (1960-1971)."
1425,"Hanja MAIJ-WEGGEN","Hanja","MAIJ-WEGGEN","https://www.europarl.europa.eu/mepphoto/1425.jpg",FALSE,"1943-12-29T00:00:00","Emmen","1-2-3-4-5","1979-07-17T00:00:00","2003-09-30T00:00:00","Nursing training (1961-1963). Social Pedagogy (1963-1969)."
1064,"Gepa MAIBAUM","Gepa","MAIBAUM","https://www.europarl.europa.eu/mepphoto/1064.jpg",FALSE,"1935-12-21T00:00:00","Frankfurt am Main","3","1989-07-25T00:00:00","1994-07-18T00:00:00","Secondary education followed by university studies."
1260,"Kurt MALANGRÉ","Kurt","MALANGRÉ","https://www.europarl.europa.eu/mepphoto/1260.jpg",FALSE,"1934-09-18T00:00:00","Aachen","1-2-3-4","1979-07-17T00:00:00","1999-07-19T00:00:00","Passed second state examination; lawyer."
1603,"Philippe MALAUD","Philippe","MALAUD","https://www.europarl.europa.eu/mepphoto/1603.jpg",FALSE,"1925-10-02T00:00:00","Paris","2-2","1984-07-24T00:00:00","1989-07-24T00:00:00","Licentiate in letters and law; studied political science and at ENA (the National Administrative College). Attaché at the French Embassy in Warsaw 1949; second secretary in Cairo 1952. On the staff of the UN Secretariat 1956. President of the United Towns Organization 1974-1978."
23745,"Eugenijus MALDEIKIS","Eugenijus","MALDEIKIS","https://www.europarl.europa.eu/mepphoto/23745.jpg",FALSE,"1958-08-27T00:00:00","Anykščiai","5-5-6","2003-04-28T00:00:00","2009-07-13T00:00:00","Economist, M. Lomonosov State University, Moscow (1982). Doctor of social sciences (economics), M. Lomonosov State University, Moscow (1987). Senior lecturer, Mykolas Romeris University, Vilnius (2005). Lecturer at the University of Vilnius (1984). Head of the department responsible for the Ministry of the Economy's economic strategy and reforms (1990). Director of the Economic Research Centre (1992). Chairman and Chief Executive Officer of the 'Turto Bankas' (Property Bank) (1996). Chairman of Deloitte and Touche, Lithuania (1999). Member of the Privatisation Committee (2004). Senior lecturer at the Mykolas Romeris University (2005). Director-General of the Balto Media holding company (2006)."
1025,"Claude MALHURET","Claude","MALHURET","https://www.europarl.europa.eu/mepphoto/1025.jpg",FALSE,"1950-03-08T00:00:00","Strasbourg","3","1989-07-25T00:00:00","1993-04-16T00:00:00","Doctorate in medicine; former houseman. Voluntary service in Morocco during military service."
1604,"Jacques MALLET","Jacques","MALLET","https://www.europarl.europa.eu/mepphoto/1604.jpg",FALSE,"1924-02-04T00:00:00","Nice","2","1984-07-24T00:00:00","1989-07-24T00:00:00","Diploma of the Paris Institute of Political Studies, former student of ENA (the National Administrative College). Public servant. Assistant director of the European Community Information Office in Paris 1958-1973. Head of international relations for the MRP (Popular Republican Movement) 1952-1958."
23703,"Helena MALLOTOVÁ","Helena","MALLOTOVÁ","https://www.europarl.europa.eu/mepphoto/23703.jpg",FALSE,"1944-10-26T00:00:00","Praha","5-5","2003-04-23T00:00:00","2004-07-19T00:00:00",NA
1895,"Bernie MALONE","Bernie","MALONE","https://www.europarl.europa.eu/mepphoto/1895.jpg",FALSE,"1948-03-26T00:00:00","Dublin","3-4","1994-02-18T00:00:00","1999-07-19T00:00:00","Bachelor of Civil Law (National University of Ireland, 1968). Solicitor."
4490,"Minerva Melpomeni MALLIORI","Minerva Melpomeni","MALLIORI","https://www.europarl.europa.eu/mepphoto/4490.jpg",FALSE,"1952-08-30T00:00:00","Patras","5","1999-07-20T00:00:00","2004-07-19T00:00:00","Graduate of Dental School (University of Athens, 1975); graduate of Medical School (University of Athens, 1978); postgraduate studies (Tavistock Clinic, 1981, and University of Nottingham, 1985); specialised in psychiatry (1984); doctorate (University of Athens, 1989). Lecturer (Medical School, University of Athens, 1989). President of the Organisation against Drugs (OKANA)."
2139,"Noël MAMÈRE","Noël","MAMÈRE","https://www.europarl.europa.eu/mepphoto/2139.jpg",FALSE,"1948-12-25T00:00:00","Libourne","4","1994-07-19T00:00:00","1997-08-11T00:00:00","Law degree (University of Bordeaux). Diploma in politics (University of Bordeaux). Doctorate in information sciences and communications (University of Bordeaux). Television journalist (1977-1994)."
4273,"Cecilia MALMSTRÖM","Cecilia","MALMSTRÖM","https://www.europarl.europa.eu/mepphoto/4273.jpg",FALSE,"1968-05-15T00:00:00","Stockholm","5-6","1999-07-20T00:00:00","2006-10-05T00:00:00","Studies in literature at the Sorbonne, Paris (1987). University degree (1991); Ph.D. (1998) in political science, Gothenburg University. Technical assistant with SKF in Paris (1986-1987) and Barcelona (1989). Psychiatric nurse, Lillhagen Hospital (1989-1992). Teacher of social studies, municipal adult education service (1991-1992). Researcher at Gothenburg University (1992-1999)."
1785,"Jean-François MANCEL","Jean-François","MANCEL","https://www.europarl.europa.eu/mepphoto/1785.jpg",FALSE,"1948-03-01T00:00:00","Beauvais (Oise)","2","1984-07-24T00:00:00","1986-12-11T00:00:00","Diploma of Higher Studies in private law; licentiate in public law; former student of ENA (the National Administrative College)."
2074,"Lucio MANISCO","Lucio","MANISCO","https://www.europarl.europa.eu/mepphoto/2074.jpg",FALSE,"1928-02-16T00:00:00","Firenze","4-4-5","1994-07-19T00:00:00","2004-07-19T00:00:00","Secondary school-leaving certificate in classical subjects (1948). University studies."
23817,"Jenő Vilmos MANNINGER","Jenő Vilmos","MANNINGER","https://www.europarl.europa.eu/mepphoto/23817.jpg",FALSE,"1955-07-30T00:00:00","Budapest","5-5","2003-04-18T00:00:00","2004-07-19T00:00:00",NA
1898,"Erika MANN","Erika","MANN","https://www.europarl.europa.eu/mepphoto/1898.jpg",FALSE,"1950-11-02T00:00:00","Leipzig","4-5-6","1994-07-19T00:00:00","2009-07-13T00:00:00","Qualified teacher. Research activity at the University of Hanover. Business consultant for information technology."
28585,"Diamanto MANOLAKOU","Diamanto","MANOLAKOU","https://www.europarl.europa.eu/mepphoto/28585.jpg",FALSE,"1959-03-01T00:00:00","Peiraias","6","2004-07-20T00:00:00","2008-05-19T00:00:00","Graduate in agronomy (University of Athens, 1983); postgraduate studies at the University of Agronomy (1990). Agronomist with the Greek Ministry for Agriculture (1984-2004)."
8,"Agostino MANTOVANI","Agostino","MANTOVANI","https://www.europarl.europa.eu/mepphoto/8.jpg",FALSE,"1937-06-27T00:00:00","Castellucchio","3","1991-04-23T00:00:00","1994-07-18T00:00:00","Graduate in agronomy."
95016,"Adrian MANOLE","Adrian","MANOLE","https://www.europarl.europa.eu/mepphoto/95016.jpg",FALSE,"1957-06-06T00:00:00","Constanța","6","2008-12-22T00:00:00","2009-07-13T00:00:00","Galaţi of Technical Engineering Faculty, Shipping (1982). Master's degree in Maritime and port management (2008)."
2113,"Andrea MANZELLA","Andrea","MANZELLA","https://www.europarl.europa.eu/mepphoto/2113.jpg",FALSE,"1933-12-08T00:00:00","Palermo","4-4","1994-07-19T00:00:00","1999-07-19T00:00:00","Full professor of parliamentary law at the Luiss University of Rome. Former lecturer at the universities of Trento, Genoa and Padua. Former magistrate, parliamentary adviser and member of the state Council."
4395,"Mario MANTOVANI","Mario","MANTOVANI","https://www.europarl.europa.eu/mepphoto/4395.jpg",FALSE,"1950-07-28T00:00:00","Arconate","5-6","1999-07-20T00:00:00","2008-04-28T00:00:00","Graduate in foreign languages and literature (1975); lecturer (1969-1994); businessman in the non-profit-making sector(1994-1999); Chairman of the 'Mantovani' Foundation (since 1996)."
4364,"Jean-Charles MARCHIANI","Jean-Charles","MARCHIANI","https://www.europarl.europa.eu/mepphoto/4364.jpg",FALSE,"1943-08-06T00:00:00","Bastia","5","1999-07-20T00:00:00","2004-07-19T00:00:00","Arts degree and diploma in politics (1966). Higher degree (DES) in public law (1967). Higher degree (DEA) in public administration (1974). Management posts in various companies (1970-1985)."
1468,"Pol M.E.E. MARCK","Pol M.E.E.","MARCK","https://www.europarl.europa.eu/mepphoto/1468.jpg",FALSE,"1930-12-06T00:00:00","Péronnes-lez-Binche","1-2-2-3","1981-09-07T00:00:00","1994-07-18T00:00:00","Doctor of laws; Doctor of social sciences; graduate in economic science. In practice as a lawyer 1954-1956. Senior professor (communication sciences) at the Catholic University of Louvain since 1964."
778,"Roland MARCHESIN","Roland","MARCHESIN","https://www.europarl.europa.eu/mepphoto/778.jpg",FALSE,"1939-07-12T00:00:00","Audun-le-Tiche","1","1984-01-01T00:00:00","1984-07-23T00:00:00",NA
4426,"Franco MARINI","Franco","MARINI","https://www.europarl.europa.eu/mepphoto/4426.jpg",FALSE,"1933-04-09T00:00:00","S. Pio (AQ)","5","1999-07-20T00:00:00","2004-07-19T00:00:00","Graduate in law."
1364,"Luís MARINHO","Luís","MARINHO","https://www.europarl.europa.eu/mepphoto/1364.jpg",FALSE,"1949-06-05T00:00:00","Porto","2-3-4-5","1987-09-14T00:00:00","2004-07-19T00:00:00","Law graduate (Coimbra, 1974); postgraduate qualification in European law, Catholic University of Lisbon (1983). Researcher in the University of Coimbra's Community Law Documentation Centre (1974-1975); junior lecturer in political economy (1975); lecturer in economics and European integration at the Miguel Torga Higher Institute (1976-1987); lecturer in economics and health law at the Faculty of Pharmacy at the University of Coimbra (1985-1987). Lawyer (since 1981)."
41006,"Catiuscia MARINI","Catiuscia","MARINI","https://www.europarl.europa.eu/mepphoto/41006.jpg",FALSE,"1967-09-25T00:00:00","Todi","6","2008-05-16T00:00:00","2009-07-13T00:00:00","Degree in political science (option in international politics) (1992)."
4474,"Ioannis MARINOS","Ioannis","MARINOS","https://www.europarl.europa.eu/mepphoto/4474.jpg",FALSE,"1930-07-20T00:00:00","Ermoupolis","5","1999-07-20T00:00:00","2004-07-19T00:00:00","Law Degree (University of Athens, 1956). Financial affairs editor (1953-1965) and columnist (1992-1999) of the newspaper 'To Vima'; editor (1953-1956), editor-in-chief (1956-1965) and editor and manager (1965-1996) of the financial periodical 'Oikonomikos Tachydromos'."
2142,"Elena MARINUCCI","Elena","MARINUCCI","https://www.europarl.europa.eu/mepphoto/2142.jpg",FALSE,"1928-08-18T00:00:00","L'Aquila","4-4","1994-07-19T00:00:00","1999-07-19T00:00:00","Graduate in law."
779,"Christos MARKOPOULOS","Christos","MARKOPOULOS","https://www.europarl.europa.eu/mepphoto/779.jpg",FALSE,"1925-01-01T00:00:00","Athina","1","1981-11-02T00:00:00","1984-07-23T00:00:00","Graduate in chemistry; doctorate in physical sciences; certificate in the technique of radioisotopes; postgraduate diploma in radiochemistry (Leicester). Professor of nuclear chemistry and physical chemistry. Specialized studies at the nuclear centres of Harwell (England), Saclay (France) and Oak Ridge (USA). Worked at the Democritos Nuclear Research Centre near Athens, initially as head of a research team on radiochemistry, later as director of production and research on labelled compounds. Persecuted by the military regime in 1969, he left Greece in 1973. Taught at the University of Bologna and Darmstadt Technical University."
780,"Spyridon MARKOZANIS","Spyridon","MARKOZANIS","https://www.europarl.europa.eu/mepphoto/780.jpg",FALSE,"1931-01-01T00:00:00","Pireas","1","1981-01-01T00:00:00","1981-10-18T00:00:00",NA
1165,"Alain MARLEIX","Alain","MARLEIX","https://www.europarl.europa.eu/mepphoto/1165.jpg",FALSE,"1946-01-02T00:00:00","Paris","2-3","1985-05-01T00:00:00","1993-06-17T00:00:00","Higher degrees (DES) in political science and journalism. Diploma of the School of Social Studies."
4303,"Helmuth MARKOV","Helmuth","MARKOV","https://www.europarl.europa.eu/mepphoto/4303.jpg",FALSE,"1952-06-05T00:00:00","Leipzig","5-6-6-6","1999-07-20T00:00:00","2009-07-13T00:00:00","Graduate engineer (1976). Doctorate in engineering (1984). Student at the Kiev Polytechnic Institute, Ukraine (1970-1976). Head of research and development division, Elektronenstahltechnik (1976-1990). Managing Director, Eltese GmbH (1990-2002); Managing Director, LE-W GmbH (1998-2004)."
1365,"António Joaquim MARQUES MENDES","António Joaquim","MARQUES MENDES","https://www.europarl.europa.eu/mepphoto/1365.jpg",FALSE,"1934-03-29T00:00:00","Paranhos, Porto","2-3","1987-09-14T00:00:00","1994-07-18T00:00:00","Law graduate."
4452,"Sérgio MARQUES","Sérgio","MARQUES","https://www.europarl.europa.eu/mepphoto/4452.jpg",FALSE,"1957-02-25T00:00:00","Funchal - Madeira","5-6-6","1999-07-20T00:00:00","2009-07-13T00:00:00","Graduate in law (Lisbon, 1980); Postgraduate qualification in European Studies (University of Coimbra, 1985). Lawyer."
1614,"António José MARQUES MENDES","António José","MARQUES MENDES","https://www.europarl.europa.eu/mepphoto/1614.jpg",FALSE,"1952-05-03T00:00:00","Alvoco da Serra-Seía","2","1986-01-01T00:00:00","1987-09-13T00:00:00","Graduate in economics; MA and PhD in economics. Professor in the Faculty of Economics of the University of Coimbra. Specialist in the evaluation of the effects of economic integration on growth, and has also worked on the subjects of regional policy and the appraisal of investment plans."
