"mep_id","CRE","WDECL","COMPARL","REPORT","REPORT_SHADOW","COMPARL_SHADOW","MOTION","OQ","WEXP","WQ","MINT","IMOTION","PRUNACT"
96936,78,0,4,6,0,0,63,3,898,76,0,0,0
96951,4,0,0,0,0,0,0,0,0,1,0,0,0
96952,55,0,0,3,0,0,22,7,161,82,0,3,0
96955,1,0,0,0,0,0,4,0,0,5,0,0,0
96978,22,0,2,3,0,0,4,2,810,82,0,2,0
96991,56,0,4,12,0,0,17,2,48,12,0,0,0
96998,352,0,4,2,0,0,13,12,12,35,0,0,0
97058,61,0,0,2,0,0,10,2,0,13,0,0,0
97133,32,0,7,0,0,0,2,1,7,39,0,2,0
97198,36,0,0,0,0,0,4,0,914,178,1,25,0
97236,81,0,1,3,0,0,32,15,1,132,1,2,0
97968,70,0,2,3,0,0,161,5,2,40,0,0,0
98341,59,0,3,1,0,0,112,3,480,16,0,0,0
98582,75,0,6,7,0,0,161,4,100,47,0,1,0
99283,48,0,1,0,0,0,3,0,80,106,0,4,0
99461,7,0,0,0,0,0,0,0,31,0,0,0,0
99945,48,0,2,4,0,0,3,1,0,15,0,0,0
101039,68,0,1,2,0,0,5,2,44,156,0,8,0
101585,50,0,0,2,0,0,1,9,258,42,0,0,0
103381,108,0,1,1,0,0,31,7,1,61,0,0,0
103746,223,0,0,3,0,0,229,10,3,50,0,1,1
106936,104,0,2,4,0,0,25,6,0,46,0,1,0
107212,62,0,2,6,0,0,3,3,36,15,0,0,0
111011,3,0,0,0,0,0,3,0,1,1,0,1,0
112014,15,0,0,0,0,0,45,0,0,8,0,0,0
112611,43,0,6,42,0,0,11,4,0,18,0,0,0
112744,183,0,0,10,0,0,119,3,268,33,0,2,0
112747,42,0,0,1,0,0,2,3,149,6,0,0,0
112748,37,0,0,1,0,0,6,4,513,58,0,1,0
113892,36,0,0,0,0,0,5,5,2,67,0,2,0
113959,9,0,0,0,0,0,1,1,70,6,0,0,0
114268,53,0,3,2,0,0,10,11,0,25,0,0,0
118859,1282,0,11,4,0,0,45,2,473,81,0,0,0
118949,51,0,4,6,0,0,47,1,322,19,0,0,1
119431,41,0,1,0,0,0,71,1,192,58,0,2,0
119434,0,0,0,0,0,0,0,0,42,0,0,0,0
120478,26,0,2,0,0,0,13,4,1,16,0,0,0
122978,69,0,0,1,0,0,9,5,250,44,0,0,0
123562,142,0,0,2,0,0,148,3,9,169,0,11,0
124586,106,0,0,0,0,0,3,3,489,14,0,0,0
124691,86,0,0,1,0,0,0,2,55,85,0,1,0
124692,22,0,1,0,0,0,2,2,112,91,0,0,0
124693,30,0,5,6,0,0,13,18,2,86,0,1,0
124696,70,0,2,1,0,0,31,1,1828,31,0,0,0
124700,34,0,2,3,0,0,21,2,53,11,0,0,0
124701,44,0,2,5,0,0,163,0,556,20,0,0,0
124704,302,0,1,1,0,0,166,4,1,32,0,0,0
124705,40,0,0,0,0,0,5,5,43,73,0,0,0
124708,490,0,4,2,0,0,249,1,236,28,0,0,0
124709,14,0,1,2,0,0,10,1,182,15,0,0,0
124710,285,0,1,3,0,0,281,3,55,44,0,1,0
124712,76,0,0,0,0,0,4,3,551,34,0,0,0
124713,90,0,26,36,0,0,253,4,277,184,0,1,0
124714,71,0,1,2,0,0,4,4,229,29,0,0,0
124715,62,0,2,2,0,0,22,6,160,18,0,1,0
124722,37,0,0,0,0,0,2,0,1505,26,0,0,0
124726,139,0,5,5,0,0,6,6,52,77,0,0,0
124734,30,0,3,8,0,0,14,4,872,108,0,3,0
124735,72,0,2,1,0,0,1,0,33,12,0,0,0
124738,152,0,10,9,0,0,7,4,1619,80,0,11,0
124739,192,0,4,1,0,0,17,1,668,25,0,0,0
124747,394,0,3,6,0,0,2,0,72,5,0,0,0
124760,70,0,0,0,0,0,4,0,1165,48,0,6,0
124765,26,0,2,0,0,0,4,0,553,67,0,4,0
124766,154,0,2,4,0,0,392,13,516,87,0,0,0
124770,1,0,0,0,0,0,0,1,42,24,0,5,0
124771,164,0,0,0,0,0,23,5,1561,213,0,58,0
124777,50,0,0,0,0,0,12,7,300,134,0,0,0
124779,42,0,1,1,0,0,61,14,237,170,1,1,0
124780,96,0,0,0,0,0,26,5,153,163,0,5,0
124781,84,0,0,3,0,0,0,2,171,35,0,0,0
124784,51,0,2,2,0,0,14,4,3,10,0,0,0
124785,282,0,16,9,0,0,9,9,870,171,0,1,0
124799,55,0,0,1,0,0,8,1,0,87,0,0,0
124802,156,0,3,10,0,0,47,2,0,11,0,0,0
124806,94,0,0,7,0,0,288,2,3,84,0,0,0
124807,20,0,0,1,0,0,6,2,2,33,0,0,0
124808,53,0,19,1,0,0,22,10,0,16,0,0,0
124809,5,0,1,1,0,0,0,0,4,15,0,0,0
124812,339,0,0,1,0,0,212,14,1384,179,0,3,0
124814,62,0,0,2,0,0,8,0,34,32,0,0,0
124818,3,0,0,0,0,0,4,1,0,9,0,0,0
124821,85,0,0,1,0,0,21,2,145,27,0,0,0
124822,28,0,0,0,0,0,3,5,5,139,0,0,0
124828,21,0,0,0,0,0,0,2,70,129,0,3,0
124831,26,0,0,0,0,0,2,3,0,78,0,0,0
124833,123,0,0,0,0,0,10,4,60,202,0,0,0
124834,15,0,0,0,0,0,0,0,0,8,0,0,0
124835,67,0,1,0,0,0,84,15,9,323,1,1,0
124836,36,0,1,2,0,0,17,10,3,34,0,0,0
124837,23,0,1,3,0,0,0,1,12,6,0,0,0
124844,51,0,0,0,0,0,34,3,1,184,0,1,0
124846,262,0,4,0,0,0,17,4,81,121,0,1,0
124850,26,0,3,7,0,0,6,9,0,26,0,0,0
124852,6,0,0,0,0,0,0,1,0,3,0,0,0
124856,27,0,0,0,0,0,150,2,578,261,0,4,0
124861,80,0,15,1,0,0,2,1,302,41,0,1,0
124862,46,0,1,2,0,0,21,1,27,25,0,0,0
124866,106,0,1,3,0,0,299,3,110,73,0,0,0
124867,176,0,0,3,0,0,1,12,0,193,0,1,0
124872,35,0,1,1,0,0,2,1,398,20,0,0,0
124873,365,0,9,11,0,0,256,3,1355,105,0,6,0
124875,54,0,0,0,0,0,0,0,29,16,0,6,0
124877,146,0,2,4,0,0,257,13,244,44,0,3,0
124884,85,0,1,3,0,0,30,6,0,102,0,1,0
124887,66,0,0,2,0,0,214,2,0,6,0,0,0
124891,82,0,1,4,0,0,52,1,0,9,1,0,0
124895,111,0,0,0,0,0,171,7,69,51,0,0,0
124929,145,0,1,2,0,0,241,8,1671,115,0,2,0
124934,40,0,4,4,0,0,49,4,3,59,0,0,0
124936,157,0,2,1,0,0,62,7,0,65,0,1,0
124942,12,0,0,0,0,0,7,0,0,8,0,0,0
124952,6,0,0,0,0,0,0,0,0,0,0,0,0
124953,11,0,0,0,0,0,1,0,1,9,0,0,0
124961,2,0,0,0,0,0,0,0,24,4,0,1,0
124963,55,0,0,0,0,0,2,0,25,5,0,0,0
124965,3,0,0,0,0,0,0,0,38,2,0,0,0
124970,32,0,0,0,0,0,4,0,232,18,0,0,0
124972,115,0,0,2,0,0,123,14,1,170,0,1,0
124973,45,0,3,0,0,0,17,5,1,44,1,18,0
124985,45,0,4,9,0,0,5,2,111,35,0,0,0
124986,9,0,0,0,0,0,1,0,68,34,0,0,0
124988,54,0,2,2,0,0,18,1,785,24,0,0,0
124989,6,0,0,0,0,0,26,1,58,11,0,0,0
124991,98,0,0,1,0,0,19,5,105,12,0,0,0
124992,101,0,1,3,0,0,46,12,293,89,0,0,0
124996,24,0,0,0,0,0,0,2,2,63,0,2,0
125001,65,0,0,0,0,0,19,5,1395,146,1,11,0
125004,85,0,1,1,0,0,5,8,582,30,0,1,0
125005,8,0,0,1,0,0,264,2,0,53,0,1,0
125012,105,0,1,3,0,0,31,4,1232,166,0,1,0
125020,81,0,1,5,0,0,7,5,7,37,0,0,0
125021,111,0,2,2,0,0,11,5,16,33,0,0,0
125023,86,0,1,1,0,0,78,17,9,91,0,1,0
125025,27,0,0,0,0,0,0,0,0,32,0,6,0
125027,50,0,2,2,0,0,17,2,2,26,0,1,0
125030,3,0,0,1,0,0,3,1,3,35,0,0,0
125038,86,0,1,2,0,0,29,8,11,123,0,0,0
125042,133,0,1,4,0,0,42,4,186,70,0,0,0
125043,57,0,2,0,0,0,6,3,102,94,0,0,0
125045,119,0,3,8,0,0,7,6,288,100,0,0,0
125046,90,0,0,8,0,0,17,3,5,16,0,0,0
125063,92,0,0,0,0,0,18,5,0,46,0,1,0
125064,122,0,3,2,0,0,2,5,88,159,0,0,0
125065,71,0,0,1,0,0,10,5,0,82,0,0,0
125067,11,0,0,0,0,0,1,2,23,103,0,0,0
125068,15,0,1,1,0,0,22,2,0,142,0,1,0
125093,123,0,0,0,0,0,0,0,550,165,0,1,0
125104,32,0,31,0,0,0,127,6,503,40,0,4,0
125106,100,0,12,12,0,0,4,4,136,24,0,0,1
125109,66,0,0,1,0,0,2,1,18,173,0,0,0
125110,36,0,4,2,0,0,0,0,0,41,0,0,0
125128,13,0,0,0,0,0,3,2,12,15,0,0,0
125214,55,0,2,0,0,0,154,4,64,97,0,1,0
125237,0,0,0,0,0,0,3,3,0,4,0,1,0
125670,51,0,1,1,0,0,0,2,821,94,0,3,0
125706,182,0,1,3,0,0,116,3,3,19,0,1,0
126644,97,0,3,5,0,0,42,4,5,197,0,0,0
127096,173,0,4,5,0,0,22,6,238,129,0,0,0
128483,46,0,1,0,0,0,10,3,400,159,3,15,0
129073,97,0,5,2,0,0,233,4,1516,27,0,0,0
129141,8,0,0,0,0,0,0,0,0,0,0,0,0
129164,134,0,1,2,0,0,141,1,402,131,0,0,0
130100,154,0,3,3,0,0,407,10,738,185,0,0,0
130256,37,0,2,2,0,0,38,1,22,13,0,0,0
130833,26,0,1,0,0,0,64,10,14,156,0,1,0
131507,114,0,3,1,0,0,98,4,1503,139,0,0,0
131580,77,0,0,0,0,0,1,1,760,156,0,11,0
132191,210,0,0,0,0,0,13,6,334,164,2,17,0
132366,29,0,0,0,0,0,0,0,2,8,0,1,0
134605,110,0,14,10,0,0,406,10,4,42,0,0,0
135511,105,0,6,12,0,0,12,4,301,42,0,1,0
136236,157,0,1,3,0,0,4,2,925,111,0,0,0
182995,39,0,0,0,0,0,5,9,1074,219,0,16,0
183338,37,0,1,0,0,0,44,3,40,36,0,0,0
183793,28,0,0,0,0,0,3,0,0,109,0,3,0
183916,57,0,3,1,0,0,24,6,0,47,0,0,0
185341,144,0,0,4,0,0,290,2,877,19,0,3,0
185619,81,0,7,10,0,0,7,4,7,29,0,0,0
185771,39,0,1,0,0,0,10,2,0,55,0,19,0
185974,141,0,0,1,0,0,140,2,7,131,0,1,0
187917,165,0,2,1,0,0,24,9,641,109,0,0,0
188636,11,0,0,5,0,0,0,0,0,1,0,0,0
188733,2,0,0,0,0,0,0,0,62,0,0,0,0
188945,45,0,0,3,0,0,1,6,2,18,0,0,0
189065,63,0,0,0,0,0,1,4,1021,66,0,6,0
189391,3,0,0,0,0,0,0,0,1,0,0,0,0
189525,27,0,1,0,0,0,1,3,11,10,0,0,0
190099,16,0,0,0,0,0,0,0,65,20,0,0,0
190464,87,0,0,1,0,0,17,9,0,65,0,0,0
190517,63,0,0,0,0,0,23,3,1,66,0,0,0
190518,52,0,0,0,0,0,12,8,20,28,1,4,0
190519,23,0,2,4,0,0,2,1,62,40,0,0,0
190713,120,0,3,4,0,0,44,0,12,72,0,1,0
190774,26,0,2,1,0,0,0,3,1470,28,0,1,0
191693,46,0,1,1,0,0,6,1,11,35,0,0,0
192634,6,0,0,2,0,0,0,0,29,40,0,0,0
192635,27,0,2,1,0,0,5,1,0,80,0,4,0
193273,39,0,8,1,0,0,8,2,0,14,0,0,0
193292,106,0,1,2,0,0,77,12,33,117,0,1,0
193419,64,0,1,6,0,0,8,5,7,20,0,0,0
197390,50,0,1,1,0,0,85,2,143,78,0,0,0
197391,163,0,1,0,0,0,15,1,138,14,0,0,0
197392,200,0,2,4,0,0,85,4,128,50,0,0,0
197393,35,0,1,1,0,0,283,0,158,60,0,0,0
197394,113,0,4,1,0,0,0,6,491,40,0,0,0
197395,101,0,4,4,0,0,87,9,44,58,0,0,0
197396,22,0,1,0,0,0,0,2,105,2,0,0,0
197398,61,0,1,0,0,0,44,15,42,41,0,0,0
197399,48,0,0,0,0,0,2,1,1,32,0,1,0
197400,65,0,1,1,0,0,86,4,94,44,0,0,0
197401,113,0,5,6,0,0,193,4,73,62,0,0,0
197402,68,0,15,7,0,0,51,10,86,26,0,0,0
197403,111,0,2,5,0,0,8,5,924,105,0,0,0
197404,40,0,5,3,0,0,3,0,93,10,0,0,0
197405,35,0,1,4,0,0,5,1,95,29,0,0,0
197406,45,0,1,4,0,0,113,2,78,8,0,0,0
197408,62,0,5,2,0,0,2,0,3,11,0,0,0
197410,8,0,0,2,0,0,2,0,0,6,0,0,0
197412,21,0,10,5,0,0,2,0,0,25,0,0,0
197413,116,0,7,10,0,0,12,1,76,25,0,2,0
197414,104,0,1,1,0,0,87,1,659,170,0,1,0
197415,33,0,3,0,0,0,29,5,2,78,0,0,0
197416,43,0,0,0,0,0,31,4,24,111,0,0,0
197417,211,0,1,3,0,0,11,2,507,53,0,2,0
197418,18,0,0,2,0,0,17,5,0,16,0,0,0
197419,91,0,1,1,0,0,29,0,294,50,0,0,0
197420,17,0,1,1,0,0,5,0,0,29,0,1,0
197421,84,0,2,3,0,0,309,2,2,10,0,0,0
197422,44,0,1,0,0,0,4,1,188,22,0,0,0
197423,4,0,0,0,0,0,0,0,0,3,0,0,0
197425,12,0,0,0,0,0,2,0,6,17,0,0,0
197426,55,0,2,3,0,0,15,0,5,9,0,0,0
197427,40,0,3,2,0,0,2,0,51,29,0,0,0
197429,17,0,1,7,0,0,3,2,5,8,0,0,0
197430,51,0,0,0,0,0,55,0,196,86,0,0,0
197431,32,0,2,0,0,0,3,1,54,101,0,0,0
197432,141,0,5,4,0,0,130,5,112,84,0,0,0
197433,395,0,1,2,0,0,16,1,5,18,0,0,0
197434,3,0,0,0,0,0,7,8,4,31,0,1,0
197435,113,0,1,10,0,0,24,2,17,31,0,0,0
197436,37,0,0,1,0,0,8,4,0,9,0,3,0
197437,368,0,1,1,0,0,112,0,59,23,0,0,0
197438,123,0,1,1,0,0,1,1,4,21,0,4,1
197439,105,0,0,6,0,0,16,6,0,40,0,1,0
197440,57,0,0,2,0,0,5,2,1,18,0,0,0
197441,28,0,1,1,0,0,11,1,867,42,0,1,0
197443,19,0,0,0,0,0,9,1,45,21,0,0,0
197444,64,0,4,1,0,0,210,4,110,32,0,0,0
197445,89,0,0,0,0,0,188,7,105,209,0,0,0
197446,140,0,1,2,0,0,2,11,131,115,0,0,0
197447,77,0,1,1,0,0,68,3,948,91,0,0,0
197448,98,0,4,3,0,0,32,5,19,72,0,1,0
197449,50,0,1,0,0,0,16,5,2,30,0,0,0
197451,140,0,0,4,0,0,133,4,0,49,0,0,0
197452,81,0,0,1,0,0,279,5,37,69,0,0,0
197453,41,0,1,1,0,0,2,4,1,23,0,0,0
197455,71,0,0,1,0,0,8,7,233,169,0,1,0
197457,64,0,2,2,0,0,54,3,0,16,0,0,0
197458,77,0,1,1,0,0,53,2,36,58,0,0,0
197459,84,0,2,0,0,0,47,2,0,24,0,0,0
197460,109,0,10,6,0,0,80,5,1,22,0,0,0
197461,57,0,0,2,0,0,59,7,0,68,0,1,0
197462,61,0,0,2,0,0,66,2,0,123,0,0,0
197463,20,0,3,22,0,0,386,9,1270,275,0,1,0
197464,92,0,2,2,0,0,279,1,1,54,0,0,0
197465,57,0,2,2,0,0,14,9,0,52,0,0,0
197466,89,0,2,2,0,0,18,2,1,90,1,0,0
197467,82,0,3,5,0,0,2,3,120,40,0,0,0
197468,80,0,0,1,0,0,25,6,18,230,0,0,0
197469,134,0,1,3,0,0,346,3,75,68,0,0,0
197470,89,0,17,0,0,0,74,8,8,120,0,0,0
197471,20,0,0,0,0,0,19,6,1,36,0,0,0
197472,38,0,0,0,0,0,1,1,0,164,0,16,0
197473,16,0,1,3,0,0,2,1,4,13,0,0,0
197475,80,0,3,0,0,0,15,7,550,214,3,19,1
197478,37,0,0,0,0,0,28,5,212,107,1,4,0
197480,119,0,1,0,0,0,26,4,565,71,2,18,0
197481,86,0,0,0,0,0,4,3,96,53,1,15,0
197482,115,0,2,4,0,0,8,4,92,94,1,16,0
197483,76,0,0,0,0,0,6,4,184,40,1,5,0
197488,122,0,0,0,0,0,13,3,586,188,1,18,0
197489,97,0,1,0,0,0,12,4,1,62,2,12,0
197490,41,0,11,3,0,0,93,9,2,88,0,0,0
197491,49,0,1,3,0,0,13,6,3,5,0,0,0
197492,25,0,0,0,0,0,2,4,0,35,0,0,0
197493,104,0,0,0,0,0,39,7,0,42,2,20,0
197494,129,0,1,4,0,0,246,8,14,52,0,1,0
197495,30,0,0,0,0,0,1,2,0,24,0,0,0
197496,92,0,2,3,0,0,30,0,3,56,0,0,0
197497,53,0,1,6,0,0,26,0,15,4,0,0,0
197498,86,0,13,0,0,0,26,12,2,89,0,0,0
197499,31,0,1,2,0,0,42,10,1,60,0,0,0
197500,75,0,2,0,0,0,113,9,1,83,0,2,0
197501,230,0,0,27,0,0,156,2,497,41,0,2,0
197502,101,0,2,2,0,0,98,3,394,63,0,1,0
197503,42,0,3,4,0,0,20,8,0,47,0,2,0
197504,24,0,0,2,0,0,22,0,174,21,0,0,0
197505,34,0,4,1,0,0,30,3,0,32,0,1,0
197506,80,0,8,5,0,0,34,7,2,82,0,1,0
197507,30,0,2,0,0,0,33,1,0,5,0,0,0
197508,77,0,1,4,0,0,17,2,10,18,0,0,0
197510,36,0,1,0,0,0,1,4,14,37,0,1,0
197511,71,0,1,2,0,0,46,6,1,78,0,0,0
197512,44,0,3,0,0,0,16,5,0,42,0,2,0
197513,36,0,1,2,0,0,66,4,1,56,0,0,0
197514,88,0,0,8,0,0,94,5,0,31,0,0,0
197515,93,0,0,3,0,0,8,6,126,67,0,1,0
