"mep_id","CRE","WDECL","COMPARL","REPORT","REPORT_SHADOW","COMPARL_SHADOW","MOTION","OQ","WEXP","WQ","MINT","IMOTION","PRUNACT"
988,63,2,2,12,0,0,0,0,0,0,0,0,0
997,65,2,0,7,0,0,0,0,0,0,0,0,0
1023,22,0,0,0,0,0,0,0,0,0,0,0,0
1037,34,0,1,24,0,0,0,0,0,0,0,0,0
1038,26,0,0,2,0,0,0,0,0,0,0,0,0
1055,18,0,2,3,0,0,0,0,0,0,0,0,0
1059,5,0,0,0,0,0,0,0,0,0,0,0,0
1073,134,6,3,1,0,0,0,0,0,0,0,0,0
1122,88,1,2,3,0,0,0,0,0,0,0,0,0
1129,56,0,4,2,0,0,0,0,0,0,0,0,0
1164,368,0,0,0,0,0,0,0,0,0,0,0,0
1183,63,0,1,6,0,0,0,0,0,0,0,0,0
1186,119,0,0,2,0,0,0,0,0,0,0,0,0
1191,35,0,0,3,0,0,0,0,0,0,0,0,0
1202,4,0,0,0,0,0,0,0,0,0,0,0,0
1204,47,0,5,4,0,0,0,0,0,0,0,0,0
1253,18,0,0,0,0,0,0,0,0,0,0,0,0
1263,162,2,3,7,0,0,0,0,0,0,0,0,0
1289,154,0,0,1,0,0,0,0,0,0,0,0,0
1309,58,1,6,13,0,0,0,0,0,0,0,0,0
1318,176,0,2,1,0,0,0,0,0,0,0,0,0
1403,1618,2,2,10,0,0,0,0,0,0,0,0,0
1405,503,4,0,1,0,0,0,0,0,0,0,0,0
1407,35,3,1,1,0,0,0,0,0,0,0,0,0
1419,14,0,0,1,0,0,0,0,0,0,0,0,0
1431,92,1,3,3,0,0,0,0,0,0,0,0,0
1665,46,3,0,5,0,0,0,0,0,0,0,0,0
1746,36,0,0,0,0,0,0,0,0,0,0,0,0
1759,45,0,0,1,0,0,0,0,0,0,0,0,0
1832,72,0,1,3,0,0,0,0,0,0,0,0,0
1852,23,4,0,4,0,0,0,0,0,0,0,0,0
1873,25,0,4,2,0,0,0,0,0,0,0,0,0
1902,4,0,1,2,0,0,0,0,0,0,0,0,0
1906,17,0,1,20,0,0,0,0,0,0,0,0,0
1907,21,0,1,2,0,0,0,0,0,0,0,0,0
1911,578,0,0,0,0,0,0,0,0,0,0,0,0
1914,32,0,53,6,0,0,0,0,0,0,0,0,0
1922,82,2,3,1,0,0,0,0,0,0,0,0,0
1928,101,0,6,3,0,0,0,0,0,0,0,0,0
1929,79,1,0,2,0,0,0,0,0,0,0,0,0
1930,57,0,0,2,0,0,0,0,0,0,0,0,0
1933,70,0,1,2,0,0,0,0,0,0,0,0,0
1934,115,0,0,0,0,0,0,0,0,0,0,0,0
1935,20,0,0,1,0,0,0,0,0,0,0,0,0
1941,911,10,2,2,0,0,0,0,0,0,0,0,0
1945,19,0,2,2,0,0,0,0,0,0,0,0,0
1946,41,0,4,2,0,0,0,0,0,0,0,0,0
1956,79,0,0,0,0,0,0,0,0,0,0,0,0
1965,55,0,2,3,0,0,0,0,0,0,0,0,0
1985,157,0,27,11,0,0,0,0,0,0,0,0,0
1993,32,0,2,7,0,0,0,0,0,0,0,0,0
2002,108,0,5,5,0,0,0,0,0,0,0,0,0
2025,227,6,1,2,0,0,0,0,0,0,0,0,0
2037,18,0,2,3,0,0,0,0,0,0,0,0,0
2073,149,3,3,2,0,0,0,0,0,0,0,0,0
2081,69,3,0,3,0,0,0,0,0,0,0,0,0
2097,62,0,7,4,0,0,0,0,0,0,0,0,0
2109,34,0,0,0,0,0,0,0,0,0,0,0,0
2125,296,0,2,4,0,0,0,0,0,0,0,0,0
2155,98,4,0,4,0,0,0,0,0,0,0,0,0
2173,53,1,0,7,0,0,0,0,0,0,0,0,0
2212,51,1,0,0,0,0,0,0,0,0,0,0,0
2224,23,0,11,15,0,0,0,0,0,0,0,0,0
2229,303,0,0,0,0,0,0,0,0,0,0,0,0
2247,157,0,3,3,0,0,0,0,0,0,0,0,0
2278,213,1,2,10,0,0,0,0,0,0,0,0,0
2295,249,1,0,3,0,0,0,0,0,0,0,0,0
2307,69,0,1,1,0,0,0,0,0,0,0,0,0
2315,1,1,1,2,0,0,0,0,0,0,0,0,0
2319,5,0,0,0,0,0,0,0,0,0,0,0,0
2327,41,2,0,6,0,0,0,0,0,0,0,0,0
2338,365,0,1,1,0,0,0,0,0,0,0,0,0
4238,149,1,5,3,0,0,0,0,0,0,0,0,0
4243,13,0,2,1,0,0,0,0,0,0,0,0,0
4260,258,0,4,1,0,0,0,0,0,0,0,0,0
4262,80,3,5,4,0,0,0,0,0,0,0,0,0
4265,201,0,4,1,0,0,0,0,0,0,0,0,0
4270,103,4,0,4,0,0,0,0,0,0,0,0,0
4271,52,3,1,3,0,0,0,0,0,0,0,0,0
4274,223,1,4,2,0,0,0,0,0,0,0,0,0
4275,19,0,4,1,0,0,0,0,0,0,0,0,0
4282,46,0,2,3,0,0,0,0,0,0,0,0,0
4283,8,0,1,3,0,0,0,0,0,0,0,0,0
4294,21,1,2,2,0,0,0,0,0,0,0,0,0
4308,323,5,1,1,0,0,0,0,0,0,0,0,0
4318,36,1,0,1,0,0,0,0,0,0,0,0,0
4319,24,1,2,1,0,0,0,0,0,0,0,0,0
4326,24,0,2,0,0,0,0,0,0,0,0,0,0
4328,23,1,0,0,0,0,0,0,0,0,0,0,0
4335,481,0,4,1,0,0,0,0,0,0,0,0,0
4337,63,4,2,2,0,0,0,0,0,0,0,0,0
4342,137,3,0,0,0,0,0,0,0,0,0,0,0
4345,297,0,2,2,0,0,0,0,0,0,0,0,0
4346,469,4,0,0,0,0,0,0,0,0,0,0,0
4347,633,0,0,2,0,0,0,0,0,0,0,0,0
4348,6,0,2,3,0,0,0,0,0,0,0,0,0
4385,73,2,2,1,0,0,0,0,0,0,0,0,0
4393,491,3,0,2,0,0,0,0,0,0,0,0,0
4398,10,2,0,0,0,0,0,0,0,0,0,0,0
4412,748,1,9,30,0,0,0,0,0,0,0,0,0
4423,144,0,6,7,0,0,0,0,0,0,0,0,0
4429,119,0,2,0,0,0,0,0,0,0,0,0,0
4432,54,1,2,2,0,0,0,0,0,0,0,0,0
4436,274,4,1,1,0,0,0,0,0,0,0,0,0
4440,65,2,7,9,0,0,0,0,0,0,0,0,0
4462,358,0,0,0,0,0,0,0,0,0,0,0,0
4466,678,3,1,2,0,0,0,0,0,0,0,0,0
4482,178,2,1,5,0,0,0,0,0,0,0,0,0
4507,225,0,0,2,0,0,0,0,0,0,0,0,0
4514,84,3,4,6,0,0,0,0,0,0,0,0,0
4516,40,0,0,0,0,0,0,0,0,0,0,0,0
4521,654,1,2,3,0,0,0,0,0,0,0,0,0
4524,3,2,0,0,0,0,0,0,0,0,0,0,0
4529,111,1,4,2,0,0,0,0,0,0,0,0,0
4531,68,8,3,4,0,0,0,0,0,0,0,0,0
4532,117,3,3,3,0,0,0,0,0,0,0,0,0
4536,80,0,1,1,0,0,0,0,0,0,0,0,0
4537,25,0,0,0,0,0,0,0,0,0,0,0,0
4538,88,1,7,1,0,0,0,0,0,0,0,0,0
4540,28,0,0,1,0,0,0,0,0,0,0,0,0
4541,26,6,0,0,0,0,0,0,0,0,0,0,0
4542,127,1,0,6,0,0,0,0,0,0,0,0,0
4544,395,1,2,5,0,0,0,0,0,0,0,0,0
4545,459,0,3,1,0,0,0,0,0,0,0,0,0
4546,84,1,0,3,0,0,0,0,0,0,0,0,0
4553,54,0,1,1,0,0,0,0,0,0,0,0,0
4556,81,4,7,3,0,0,0,0,0,0,0,0,0
4562,18,0,2,0,0,0,0,0,0,0,0,0,0
4751,195,3,9,6,0,0,0,0,0,0,0,0,0
5537,11,1,0,2,0,0,0,0,0,0,0,0,0
5737,224,1,1,0,0,0,0,0,0,0,0,0,0
5846,12,3,1,4,0,0,0,0,0,0,0,0,0
5956,549,2,7,3,0,0,0,0,0,0,0,0,0
21817,120,5,0,0,0,0,0,0,0,0,0,0,0
21818,51,1,0,2,0,0,0,0,0,0,0,0,0
22097,182,4,2,4,0,0,0,0,0,0,0,0,0
22418,25,2,1,1,0,0,0,0,0,0,0,0,0
23413,63,2,5,4,0,0,0,0,0,0,0,0,0
23691,61,1,1,1,0,0,0,0,0,0,0,0,0
23693,141,2,1,3,0,0,0,0,0,0,0,0,0
23695,37,0,2,1,0,0,0,0,0,0,0,0,0
23704,136,5,2,2,0,0,0,0,0,0,0,0,0
23705,20,2,0,2,0,0,0,0,0,0,0,0,0
23706,39,0,1,3,0,0,0,0,0,0,0,0,0
23707,363,1,2,1,0,0,0,0,0,0,0,0,0
23746,44,1,0,0,0,0,0,0,0,0,0,0,0
23782,226,3,1,1,0,0,0,0,0,0,0,0,0
23784,104,7,1,3,0,0,0,0,0,0,0,0,0
23785,123,3,3,0,0,0,0,0,0,0,0,0,0
23787,338,1,1,2,0,0,0,0,0,0,0,0,0
23792,304,1,1,0,0,0,0,0,0,0,0,0,0
23805,120,1,1,4,0,0,0,0,0,0,0,0,0
23808,243,4,3,1,0,0,0,0,0,0,0,0,0
23813,151,0,1,0,0,0,0,0,0,0,0,0,0
23819,44,1,14,2,0,0,0,0,0,0,0,0,0
23820,225,2,4,11,0,0,0,0,0,0,0,0,0
23840,15,2,0,1,0,0,0,0,0,0,0,0,0
23866,82,6,5,8,0,0,0,0,0,0,0,0,0
23873,79,1,0,0,0,0,0,0,0,0,0,0,0
23894,446,2,3,0,0,0,0,0,0,0,0,0,0
23938,41,2,0,0,0,0,0,0,0,0,0,0,0
24030,149,2,0,3,0,0,0,0,0,0,0,0,0
25704,31,5,0,1,0,0,0,0,0,0,0,0,0
25718,96,1,2,4,0,0,0,0,0,0,0,0,0
25919,58,1,2,1,0,0,0,0,0,0,0,0,0
26829,279,0,1,0,0,0,0,0,0,0,0,0,0
26851,305,0,5,0,0,0,0,0,0,0,0,0,0
28112,162,6,7,6,0,0,0,0,0,0,0,0,0
28114,272,1,0,0,0,0,0,0,0,0,0,0,0
28116,298,12,3,1,0,0,0,0,0,0,0,0,0
28117,371,3,0,1,0,0,0,0,0,0,0,0,0
28120,102,2,12,9,0,0,0,0,0,0,0,0,0
28123,116,0,3,2,0,0,0,0,0,0,0,0,0
28124,181,0,1,4,0,0,0,0,0,0,0,0,0
28125,107,0,0,0,0,0,0,0,0,0,0,0,0
28126,125,0,1,8,0,0,0,0,0,0,0,0,0
28127,76,1,2,1,0,0,0,0,0,0,0,0,0
28130,132,1,3,1,0,0,0,0,0,0,0,0,0
28131,157,0,1,3,0,0,0,0,0,0,0,0,0
28132,53,0,2,1,0,0,0,0,0,0,0,0,0
28133,57,0,0,1,0,0,0,0,0,0,0,0,0
28134,57,2,2,1,0,0,0,0,0,0,0,0,0
28135,54,1,1,1,0,0,0,0,0,0,0,0,0
28137,36,1,2,1,0,0,0,0,0,0,0,0,0
28139,122,4,2,3,0,0,0,0,0,0,0,0,0
28145,45,0,2,2,0,0,0,0,0,0,0,0,0
28148,142,4,6,1,0,0,0,0,0,0,0,0,0
28153,71,4,3,2,0,0,0,0,0,0,0,0,0
28154,74,2,5,1,0,0,0,0,0,0,0,0,0
28155,139,5,5,2,0,0,0,0,0,0,0,0,0
28156,62,3,1,1,0,0,0,0,0,0,0,0,0
28162,11,0,0,1,0,0,0,0,0,0,0,0,0
28165,78,1,1,4,0,0,0,0,0,0,0,0,0
28166,14,1,2,1,0,0,0,0,0,0,0,0,0
28167,85,0,0,3,0,0,0,0,0,0,0,0,0
28170,54,1,9,1,0,0,0,0,0,0,0,0,0
28171,72,0,4,1,0,0,0,0,0,0,0,0,0
28174,44,1,14,1,0,0,0,0,0,0,0,0,0
28176,9,0,0,1,0,0,0,0,0,0,0,0,0
28177,74,0,0,1,0,0,0,0,0,0,0,0,0
28178,453,1,0,2,0,0,0,0,0,0,0,0,0
28182,57,1,5,3,0,0,0,0,0,0,0,0,0
28192,129,2,1,5,0,0,0,0,0,0,0,0,0
28193,84,1,1,6,0,0,0,0,0,0,0,0,0
28206,9,2,1,2,0,0,0,0,0,0,0,0,0
28208,243,1,2,3,0,0,0,0,0,0,0,0,0
28210,47,0,0,0,0,0,0,0,0,0,0,0,0
28214,392,4,1,0,0,0,0,0,0,0,0,0,0
28215,116,0,1,0,0,0,0,0,0,0,0,0,0
28220,69,0,7,6,0,0,0,0,0,0,0,0,0
28221,126,4,1,3,0,0,0,0,0,0,0,0,0
28225,78,2,2,13,0,0,0,0,0,0,0,0,0
28227,22,0,2,1,0,0,0,0,0,0,0,0,0
28228,44,1,1,2,0,0,0,0,0,0,0,0,0
28233,155,2,0,1,0,0,0,0,0,0,0,0,0
28238,43,1,4,3,0,0,0,0,0,0,0,0,0
28240,60,2,6,6,0,0,0,0,0,0,0,0,0
