"UserID","Term_1","Term_2","Term_3","Term_4","Term_5","Term_6","Term_7","Term_8","Term_9"
22861,NA,NA,NA,NA,748,1819,NA,NA,NA
1838,NA,NA,956,NA,1826,1819,NA,NA,NA
1053,NA,NA,1819,NA,NA,NA,NA,NA,NA
28387,NA,NA,NA,NA,NA,1487,NA,NA,NA
1282,NA,NA,1819,1826,1826,NA,NA,NA,NA
1562,NA,1826,NA,NA,NA,NA,NA,NA,NA
39723,NA,NA,NA,NA,NA,254,NA,NA,NA
1150,NA,NA,1434,NA,NA,NA,NA,NA,NA
22948,NA,NA,NA,NA,727,NA,NA,NA,NA
1151,NA,NA,1435,NA,NA,NA,NA,NA,NA
2152,NA,NA,NA,1826,NA,NA,NA,NA,NA
26680,NA,NA,NA,NA,23,NA,NA,NA,NA
2300,NA,NA,NA,980,NA,NA,NA,NA,NA
4377,NA,NA,NA,NA,1826,1819,NA,NA,NA
4534,NA,NA,NA,NA,1826,NA,NA,NA,NA
746,410,NA,NA,NA,NA,NA,NA,NA,NA
28235,NA,NA,NA,NA,NA,1819,NA,NA,NA
2063,NA,NA,NA,679,NA,NA,NA,NA,NA
1143,NA,NA,358,NA,NA,NA,NA,NA,NA
2302,NA,NA,NA,980,NA,NA,NA,NA,NA
2301,NA,NA,NA,980,1826,1819,NA,NA,NA
4449,NA,NA,NA,NA,1826,NA,NA,NA,NA
4415,NA,NA,NA,NA,1826,NA,NA,NA,NA
72727,NA,NA,NA,NA,NA,391,NA,NA,NA
28312,NA,NA,NA,NA,NA,1260,NA,NA,NA
1396,1833,1826,1819,1826,1826,NA,NA,NA,NA
2083,NA,NA,NA,1826,NA,NA,NA,NA,NA
23843,NA,NA,NA,NA,79,NA,NA,NA,NA
1995,NA,NA,NA,1826,1085,NA,NA,NA,NA
2334,NA,NA,NA,286,NA,NA,NA,NA,NA
2180,NA,NA,NA,1826,NA,NA,NA,NA,NA
28571,NA,NA,NA,NA,NA,1819,NA,NA,NA
2101,NA,NA,60,NA,NA,NA,NA,NA,NA
1540,994,1826,NA,NA,NA,NA,NA,NA,NA
730,994,NA,NA,NA,NA,NA,NA,NA,NA
748,994,NA,NA,NA,NA,NA,NA,NA,NA
34229,NA,NA,NA,NA,NA,768,NA,NA,NA
1563,NA,634,NA,NA,NA,NA,NA,NA,NA
1457,NA,1826,1819,188,NA,NA,NA,NA,NA
1943,NA,NA,NA,1826,NA,NA,NA,NA,NA
4528,NA,NA,NA,NA,1826,1819,NA,NA,NA
6020,NA,NA,NA,NA,1266,NA,NA,NA,NA
4359,NA,NA,NA,NA,1826,NA,NA,NA,NA
23890,NA,NA,NA,NA,79,NA,NA,NA,NA
1397,1833,1826,1819,NA,NA,NA,NA,NA,NA
745,889,NA,NA,NA,NA,NA,NA,NA,NA
4309,NA,NA,NA,NA,594,1819,NA,NA,NA
704,949,NA,NA,NA,NA,NA,NA,NA,NA
1551,1833,1826,NA,NA,NA,NA,NA,NA,NA
23770,NA,NA,NA,NA,79,NA,NA,NA,NA
1546,NA,620,NA,NA,NA,NA,NA,NA,NA
1123,NA,NA,1819,1826,1406,NA,NA,NA,NA
28337,NA,NA,NA,NA,NA,249,NA,NA,NA
1447,1833,1826,1819,NA,NA,NA,NA,NA,NA
2117,NA,NA,NA,679,NA,NA,NA,NA,NA
737,290,NA,NA,NA,NA,NA,NA,NA,NA
738,1628,NA,NA,NA,NA,NA,NA,NA,NA
1553,NA,679,NA,NA,NA,NA,NA,NA,NA
1357,NA,679,1630,NA,NA,NA,NA,NA,NA
1547,NA,206,NA,NA,NA,NA,NA,NA,NA
4320,NA,NA,NA,NA,1826,NA,NA,NA,NA
1549,NA,749,NA,NA,NA,NA,NA,NA,NA
1220,NA,NA,1819,NA,NA,NA,NA,NA,NA
1079,NA,NA,715,NA,NA,NA,NA,NA,NA
2069,NA,NA,NA,280,NA,NA,NA,NA,NA
2084,NA,NA,NA,1826,1826,NA,NA,NA,NA
1068,1040,1826,1819,1092,NA,NA,NA,NA,NA
973,NA,NA,1819,1826,NA,NA,NA,NA,NA
4259,NA,NA,NA,NA,1826,NA,NA,NA,NA
739,1383,NA,NA,NA,NA,NA,NA,NA,NA
1252,1833,1826,1819,NA,NA,NA,NA,NA,NA
34002,NA,NA,NA,NA,NA,461,NA,NA,NA
2133,NA,NA,NA,1116,NA,NA,NA,NA,NA
1963,NA,NA,NA,1826,404,NA,NA,NA,NA
1564,NA,1826,NA,NA,NA,NA,NA,NA,NA
1632,1833,495,NA,NA,NA,NA,NA,NA,NA
28249,NA,NA,NA,NA,NA,518,NA,NA,NA
740,1833,NA,NA,NA,NA,NA,NA,NA,NA
23719,NA,NA,NA,NA,79,NA,NA,NA,NA
1052,NA,NA,1819,NA,NA,NA,NA,NA,NA
4390,NA,NA,NA,NA,1658,NA,NA,NA,NA
2303,NA,NA,NA,868,NA,NA,NA,NA,NA
23848,NA,NA,NA,NA,336,1819,NA,NA,NA
2316,NA,NA,NA,762,NA,NA,NA,NA,NA
1358,NA,679,1819,1826,NA,NA,NA,NA,NA
1544,1833,1438,NA,NA,NA,NA,NA,NA,NA
28381,NA,NA,NA,NA,NA,598,NA,NA,NA
1565,NA,679,NA,NA,NA,NA,NA,NA,NA
28392,NA,NA,NA,NA,NA,1819,NA,NA,NA
720,1833,NA,NA,NA,NA,NA,NA,NA,NA
1548,NA,679,NA,NA,NA,NA,NA,NA,NA
1876,NA,NA,458,NA,NA,NA,NA,NA,NA
1293,NA,NA,874,NA,NA,NA,NA,NA,NA
29073,NA,NA,NA,NA,NA,1819,NA,NA,NA
721,579,NA,NA,NA,NA,NA,NA,NA,NA
22684,NA,NA,NA,NA,824,NA,NA,NA,NA
28296,NA,NA,NA,NA,NA,103,NA,NA,NA
4456,NA,NA,NA,NA,1826,NA,NA,NA,NA
28420,NA,NA,NA,NA,NA,81,NA,NA,NA
1777,NA,801,NA,NA,NA,NA,NA,NA,NA
2222,NA,NA,NA,1826,NA,NA,NA,NA,NA
1334,NA,749,1617,NA,NA,NA,NA,NA,NA
1543,994,1826,NA,NA,NA,NA,NA,NA,NA
28326,NA,NA,NA,NA,NA,1819,NA,NA,NA
28173,NA,NA,NA,NA,NA,1819,NA,NA,NA
23738,NA,NA,NA,NA,79,NA,NA,NA,NA
1966,NA,NA,NA,1826,1826,NA,NA,NA,NA
1389,1833,1826,1819,1826,NA,NA,NA,NA,NA
33985,NA,NA,NA,NA,NA,342,NA,NA,NA
23698,NA,NA,NA,NA,79,NA,NA,NA,NA
23720,NA,NA,NA,NA,79,NA,NA,NA,NA
1561,NA,1826,NA,NA,NA,NA,NA,NA,NA
2029,NA,NA,NA,1826,NA,NA,NA,NA,NA
28391,NA,NA,NA,NA,NA,671,NA,NA,NA
2340,NA,NA,NA,97,1826,812,NA,NA,NA
2220,NA,NA,NA,1826,NA,NA,NA,NA,NA
4311,NA,NA,NA,NA,1826,1819,NA,NA,NA
28862,NA,1384,1497,89,NA,1819,NA,NA,NA
1300,NA,NA,1819,1826,NA,NA,NA,NA,NA
1882,NA,NA,383,1165,1826,173,NA,NA,NA
4467,NA,NA,NA,NA,1826,1378,NA,NA,NA
1206,NA,NA,1819,1826,NA,NA,NA,NA,NA
1541,1833,1826,NA,NA,NA,NA,NA,NA,NA
734,556,NA,NA,NA,NA,NA,NA,NA,NA
1335,NA,749,1819,1826,NA,NA,NA,NA,NA
39715,NA,NA,NA,NA,NA,254,NA,NA,NA
1585,NA,280,NA,NA,NA,NA,NA,NA,NA
4427,NA,NA,NA,NA,1826,NA,NA,NA,NA
34003,NA,NA,NA,NA,NA,461,NA,NA,NA
33986,NA,NA,NA,NA,NA,342,NA,NA,NA
1560,NA,1826,NA,NA,NA,NA,NA,NA,NA
1095,NA,NA,1294,NA,NA,NA,NA,NA,NA
4459,NA,NA,NA,NA,105,NA,NA,NA,NA
1141,NA,NA,1819,1826,NA,NA,NA,NA,NA
2205,NA,NA,NA,180,NA,NA,NA,NA,NA
34727,NA,NA,NA,NA,NA,1358,NA,NA,NA
23845,NA,NA,NA,NA,79,NA,NA,NA,NA
38160,NA,NA,NA,NA,NA,229,NA,NA,NA
1558,NA,1015,NA,NA,NA,NA,NA,NA,NA
1390,1833,1826,1819,NA,NA,NA,NA,NA,NA
1391,1833,1826,1819,NA,NA,NA,NA,NA,NA
4239,NA,NA,NA,NA,1826,1819,NA,NA,NA
38845,NA,NA,NA,NA,NA,740,NA,NA,NA
4460,NA,NA,NA,NA,1826,163,NA,NA,NA
953,NA,NA,1705,1826,1826,NA,NA,NA,NA
735,994,NA,NA,NA,NA,NA,NA,NA,NA
1538,1833,1826,NA,1826,1826,NA,NA,NA,NA
694,1833,NA,NA,NA,NA,NA,NA,NA,NA
23771,NA,NA,NA,NA,79,NA,NA,NA,NA
1241,NA,NA,1819,1826,NA,NA,NA,NA,NA
729,1833,NA,NA,NA,1826,1819,NA,NA,NA
38270,NA,NA,NA,NA,NA,53,NA,NA,NA
4461,NA,NA,NA,NA,1826,598,NA,NA,NA
1537,1833,1826,NA,NA,NA,NA,NA,NA,NA
1894,NA,NA,156,809,NA,NA,NA,NA,NA
1056,NA,NA,1819,NA,NA,NA,NA,NA,NA
1520,1833,1826,NA,NA,NA,NA,NA,NA,NA
2206,NA,NA,NA,980,1826,1819,NA,NA,NA
711,1833,NA,NA,NA,NA,NA,NA,NA,NA
1207,NA,NA,1819,303,NA,NA,NA,NA,NA
4292,NA,NA,NA,NA,1826,1596,NA,NA,NA
38600,NA,NA,NA,NA,NA,768,NA,NA,NA
1837,NA,NA,950,NA,NA,NA,NA,NA,NA
1890,NA,NA,235,NA,NA,NA,NA,NA,NA
1539,NA,1826,NA,NA,NA,NA,NA,NA,NA
1329,NA,749,1819,101,NA,NA,NA,NA,NA
28273,NA,NA,NA,NA,NA,146,NA,NA,NA
1192,NA,NA,1819,1826,1826,NA,NA,NA,NA
1301,NA,NA,1819,NA,NA,NA,NA,NA,NA
28149,NA,NA,NA,NA,NA,1819,NA,NA,NA
2292,NA,NA,NA,980,1826,NA,NA,NA,NA
4411,NA,NA,NA,NA,1717,NA,NA,NA,NA
1302,NA,NA,1819,1826,1826,NA,NA,NA,NA
1998,NA,NA,NA,1826,1826,NA,NA,NA,NA
1096,NA,NA,1294,NA,NA,NA,NA,NA,NA
2233,NA,NA,NA,1826,NA,NA,NA,NA,NA
2118,NA,NA,NA,679,NA,NA,NA,NA,NA
2207,NA,NA,NA,378,NA,NA,NA,NA,NA
23863,NA,NA,NA,NA,79,NA,NA,NA,NA
4457,NA,NA,NA,NA,362,NA,NA,NA,NA
1535,NA,1826,NA,NA,NA,NA,NA,NA,NA
1519,NA,550,NA,NA,NA,NA,NA,NA,NA
28254,NA,NA,NA,NA,NA,1181,NA,NA,NA
712,359,NA,NA,NA,NA,NA,NA,NA,NA
28168,NA,NA,NA,NA,NA,1070,NA,NA,NA
234,NA,NA,1365,1826,167,175,NA,NA,NA
4310,NA,NA,NA,NA,979,NA,NA,NA,NA
716,1348,NA,NA,NA,NA,NA,NA,NA,NA
5570,NA,NA,NA,NA,1706,598,NA,NA,NA
2208,NA,NA,NA,480,NA,NA,NA,NA,NA
1536,NA,1826,NA,NA,NA,NA,NA,NA,NA
1255,1833,1826,1819,1826,NA,NA,NA,NA,NA
717,1833,NA,NA,371,NA,NA,NA,NA,NA
1926,NA,NA,NA,1826,1826,1819,NA,NA,NA
4325,NA,NA,NA,NA,1717,NA,NA,NA,NA
965,NA,NA,224,NA,NA,NA,NA,NA,NA
33611,NA,NA,NA,NA,NA,489,NA,NA,NA
28410,NA,NA,NA,NA,NA,1819,NA,NA,NA
1521,1833,1826,NA,NA,NA,NA,NA,NA,NA
1330,NA,749,1819,1826,NA,NA,NA,NA,NA
28128,NA,NA,NA,NA,NA,1014,NA,NA,NA
58757,NA,NA,NA,NA,NA,382,NA,NA,NA
1977,NA,NA,NA,1826,1826,1656,NA,NA,NA
4387,NA,NA,NA,NA,1826,NA,NA,NA,NA
4344,NA,NA,NA,NA,1716,NA,NA,NA,2914817
2120,NA,NA,NA,679,NA,NA,NA,NA,NA
1245,NA,NA,1819,NA,NA,NA,NA,NA,NA
28343,NA,NA,NA,NA,NA,222,NA,NA,NA
718,1833,NA,NA,NA,NA,NA,NA,NA,NA
26836,NA,NA,NA,NA,79,NA,NA,NA,NA
28457,NA,NA,NA,NA,NA,1819,NA,NA,NA
1458,NA,1826,1541,NA,NA,NA,NA,NA,NA
1331,NA,749,1819,NA,NA,NA,NA,NA,NA
1097,NA,NA,1,NA,NA,NA,NA,NA,NA
1618,NA,828,NA,NA,NA,NA,NA,NA,NA
4505,NA,NA,NA,NA,1826,NA,NA,NA,NA
1533,NA,620,NA,NA,NA,NA,NA,NA,NA
2166,NA,NA,NA,1826,NA,NA,NA,NA,NA
2241,NA,NA,NA,1826,NA,NA,NA,NA,NA
1208,NA,NA,1819,NA,NA,NA,NA,NA,NA
1702,1833,612,NA,NA,NA,NA,NA,NA,NA
28356,NA,NA,NA,NA,NA,1819,NA,NA,NA
1057,NA,NA,1819,1583,NA,NA,NA,NA,NA
1237,NA,1826,1819,1826,1826,1819,NA,NA,NA
2178,NA,NA,NA,1826,NA,NA,NA,NA,NA
1247,NA,1826,1819,1826,1826,NA,NA,NA,NA
695,700,NA,NA,NA,NA,NA,NA,NA,NA
1044,NA,NA,1819,NA,NA,NA,NA,NA,NA
26621,NA,NA,NA,NA,130,NA,NA,NA,NA
4313,NA,NA,NA,NA,1826,1819,NA,NA,NA
1269,NA,NA,1819,1826,1826,592,NA,NA,NA
1320,NA,749,1819,NA,NA,NA,NA,NA,NA
28378,NA,NA,NA,NA,NA,1350,NA,NA,NA
714,1536,NA,NA,1826,1826,NA,NA,NA,NA
1246,NA,NA,1819,NA,NA,NA,NA,NA,NA
985,NA,NA,1819,NA,NA,NA,NA,NA,NA
715,1833,NA,NA,NA,NA,NA,NA,NA,NA
2121,NA,NA,NA,679,NA,NA,NA,NA,NA
72759,NA,NA,NA,NA,NA,384,NA,NA,NA
4431,NA,NA,NA,NA,1826,NA,NA,NA,NA
23801,NA,NA,NA,NA,79,NA,NA,NA,NA
28376,NA,NA,NA,NA,NA,1819,NA,NA,NA
28113,NA,NA,NA,NA,NA,1819,NA,NA,NA
2122,NA,NA,NA,980,NA,NA,NA,NA,NA
1960,NA,NA,NA,69,NA,NA,NA,NA,NA
2070,NA,NA,NA,280,NA,NA,NA,NA,NA
710,1833,NA,NA,NA,NA,NA,NA,NA,NA
4305,NA,NA,NA,NA,1826,NA,NA,NA,NA
1158,NA,NA,1819,1224,NA,NA,NA,NA,NA
4425,NA,NA,NA,NA,1826,510,NA,NA,NA
2242,NA,NA,NA,1224,NA,NA,NA,NA,NA
4410,NA,NA,NA,NA,1826,NA,NA,NA,NA
37200,NA,NA,NA,NA,NA,1008,84,NA,NA
28281,NA,NA,NA,NA,NA,1819,NA,NA,NA
1249,NA,1826,1819,1826,1826,NA,NA,NA,NA
1121,NA,NA,1819,NA,NA,NA,NA,NA,NA
28361,NA,NA,NA,NA,NA,1749,NA,NA,NA
1196,1833,1826,1819,562,NA,NA,NA,NA,NA
1031,NA,NA,1819,1826,NA,NA,NA,NA,NA
28548,NA,NA,NA,NA,NA,1162,NA,NA,NA
1528,NA,550,NA,NA,NA,NA,NA,NA,NA
28160,NA,NA,NA,NA,NA,165,NA,NA,NA
1868,NA,NA,371,791,1338,NA,NA,NA,NA
2072,NA,NA,NA,286,534,NA,NA,NA,NA
1067,NA,NA,563,1826,1826,NA,NA,NA,NA
4502,NA,NA,NA,NA,1826,NA,NA,NA,NA
1526,NA,679,NA,NA,NA,NA,NA,NA,NA
28333,NA,NA,NA,NA,NA,480,NA,NA,NA
238,NA,NA,1449,NA,NA,NA,NA,NA,NA
944,NA,NA,1092,NA,NA,NA,NA,NA,NA
1527,NA,679,NA,NA,NA,NA,NA,NA,NA
58727,NA,NA,NA,NA,NA,315,NA,NA,NA
1332,NA,749,1819,1826,NA,NA,NA,NA,NA
40603,NA,NA,NA,NA,NA,462,NA,NA,NA
1459,NA,1273,1819,NA,NA,NA,NA,NA,NA
4339,NA,NA,NA,NA,56,NA,NA,NA,NA
705,792,NA,NA,NA,NA,NA,NA,NA,NA
2005,NA,NA,NA,1826,1826,NA,NA,NA,NA
4306,NA,NA,NA,NA,1826,1819,NA,NA,NA
23864,NA,NA,NA,NA,79,1819,NA,NA,NA
707,1627,NA,NA,NA,NA,NA,NA,NA,NA
1090,NA,NA,1819,NA,NA,NA,NA,NA,NA
4428,NA,NA,NA,NA,477,1165,NA,NA,NA
4389,NA,NA,NA,NA,1826,NA,NA,NA,NA
2312,NA,NA,NA,894,670,NA,NA,NA,NA
2020,NA,NA,NA,1826,609,NA,NA,NA,NA
2232,NA,NA,NA,1826,NA,NA,NA,NA,NA
708,1833,NA,NA,NA,NA,NA,NA,NA,NA
28172,NA,NA,NA,NA,NA,1819,NA,NA,NA
4242,NA,NA,NA,NA,1826,1604,NA,NA,NA
28211,NA,NA,NA,NA,NA,1819,NA,NA,NA
1883,NA,NA,378,1826,NA,NA,NA,NA,NA
699,1833,NA,NA,NA,NA,NA,NA,NA,NA
2325,NA,NA,NA,439,NA,NA,NA,NA,NA
2209,NA,NA,NA,980,1826,1819,NA,NA,NA
39315,NA,NA,NA,NA,NA,651,NA,NA,NA
1238,1833,1826,1819,NA,NA,NA,NA,NA,NA
235,NA,NA,1378,1826,NA,NA,NA,NA,NA
1069,NA,NA,1181,NA,NA,NA,NA,NA,NA
1197,1833,1826,1819,1826,1826,NA,NA,NA,NA
1903,NA,NA,NA,1826,NA,NA,NA,NA,NA
1239,1833,1826,1819,1826,1826,NA,NA,NA,NA
4304,NA,NA,NA,NA,1826,NA,NA,NA,NA
1198,NA,874,1819,1826,NA,NA,NA,NA,NA
28237,NA,NA,NA,NA,NA,1819,NA,NA,NA
4272,NA,NA,NA,NA,1826,454,NA,NA,NA
700,1833,NA,NA,NA,NA,NA,NA,NA,NA
1517,1833,1826,NA,NA,NA,NA,NA,NA,NA
701,1833,NA,NA,NA,NA,NA,NA,NA,NA
1215,NA,NA,1819,NA,NA,NA,NA,NA,NA
2267,NA,NA,NA,1379,1826,NA,NA,NA,NA
4263,NA,NA,NA,NA,377,NA,NA,NA,NA
1516,NA,1826,NA,NA,NA,NA,NA,NA,NA
4296,NA,NA,NA,NA,1417,NA,NA,NA,NA
2210,NA,NA,NA,679,NA,NA,NA,NA,NA
1858,NA,NA,1225,1826,1826,1819,NA,NA,NA
28245,NA,NA,NA,NA,NA,1819,NA,NA,NA
2227,NA,NA,NA,1826,1826,NA,NA,NA,NA
702,1345,NA,NA,NA,NA,NA,NA,NA,NA
2211,NA,NA,NA,480,NA,NA,NA,NA,NA
703,1833,NA,NA,NA,NA,NA,NA,NA,NA
1600,1833,1626,NA,NA,NA,NA,NA,NA,NA
2050,NA,NA,NA,1365,NA,NA,NA,NA,NA
26830,NA,NA,NA,NA,79,NA,NA,NA,NA
1385,1833,1826,1819,1826,NA,NA,NA,NA,NA
1513,1833,1826,NA,NA,NA,NA,NA,NA,NA
28158,NA,NA,NA,NA,NA,91,NA,NA,NA
1514,1833,1826,NA,NA,NA,NA,NA,NA,NA
2027,NA,NA,NA,423,1826,NA,NA,NA,NA
23847,NA,NA,NA,NA,79,NA,NA,NA,NA
28129,NA,NA,NA,NA,NA,1819,NA,NA,NA
1503,1833,1826,NA,NA,NA,NA,NA,NA,NA
4444,NA,NA,NA,NA,713,NA,NA,NA,NA
2216,NA,NA,NA,1826,NA,NA,NA,NA,NA
1386,1833,1826,1819,NA,NA,NA,NA,NA,NA
689,1833,NA,NA,NA,NA,NA,NA,NA,NA
1524,NA,1826,NA,NA,NA,NA,NA,NA,NA
37451,NA,NA,NA,NA,NA,342,NA,NA,NA
2304,NA,NA,NA,980,1826,1819,NA,NA,NA
23877,NA,NA,NA,NA,79,NA,NA,NA,NA
1512,1833,1826,NA,NA,NA,NA,NA,NA,NA
4421,NA,NA,NA,NA,692,NA,NA,NA,NA
34236,NA,NA,NA,NA,NA,155,NA,NA,NA
687,1833,NA,NA,NA,NA,NA,NA,NA,NA
1325,NA,749,1819,NA,NA,NA,NA,NA,NA
2293,NA,NA,NA,980,522,NA,NA,NA,NA
1974,NA,NA,NA,1826,NA,NA,NA,NA,NA
28582,NA,NA,NA,NA,NA,1162,NA,NA,NA
95014,NA,NA,NA,NA,NA,193,NA,NA,NA
1530,NA,413,NA,NA,NA,NA,NA,NA,NA
33991,NA,NA,NA,NA,NA,91,279,NA,NA
28402,NA,NA,NA,NA,NA,598,NA,NA,NA
1159,NA,NA,1819,NA,NA,NA,NA,NA,NA
1387,1833,1826,1819,NA,NA,NA,NA,NA,NA
28212,NA,NA,NA,NA,NA,72,NA,NA,NA
1187,NA,1826,1819,NA,NA,NA,NA,NA,NA
1900,NA,NA,NA,1826,NA,NA,NA,NA,NA
26821,NA,NA,NA,NA,79,NA,NA,NA,NA
28119,NA,NA,NA,NA,NA,1608,NA,NA,NA
1200,NA,NA,1819,1826,NA,NA,NA,NA,NA
28319,NA,NA,NA,NA,NA,1819,NA,NA,NA
2268,NA,NA,NA,1379,1826,798,NA,NA,NA
26740,NA,NA,NA,NA,79,NA,NA,NA,NA
4240,NA,NA,NA,NA,1022,NA,NA,NA,NA
1310,NA,NA,1819,1826,NA,NA,NA,NA,NA
1381,NA,1826,1819,NA,NA,NA,NA,NA,NA
23722,NA,NA,NA,NA,79,NA,NA,NA,NA
23772,NA,NA,NA,NA,79,NA,NA,NA,NA
2160,NA,NA,NA,453,NA,NA,NA,NA,NA
4443,NA,NA,NA,NA,1826,NA,NA,NA,NA
34256,NA,NA,NA,NA,NA,155,NA,NA,NA
26932,NA,NA,NA,NA,79,NA,NA,NA,NA
1936,NA,NA,NA,1826,NA,NA,NA,NA,NA
1283,NA,NA,1819,1826,NA,NA,NA,NA,NA
22282,NA,NA,NA,NA,965,NA,NA,NA,NA
4244,NA,NA,NA,NA,193,NA,NA,NA,NA
26809,NA,NA,NA,NA,108,NA,NA,NA,NA
1970,NA,NA,NA,1826,1826,1819,NA,NA,NA
95298,NA,NA,NA,NA,NA,162,NA,NA,NA
2219,NA,NA,NA,1826,1334,NA,NA,NA,NA
1871,NA,NA,700,587,NA,NA,NA,NA,NA
4485,NA,NA,NA,NA,1826,NA,NA,NA,NA
692,290,NA,NA,NA,NA,NA,NA,NA,NA
683,1833,NA,NA,1826,NA,NA,NA,NA,NA
4445,NA,NA,NA,NA,1826,1819,NA,NA,NA
1522,NA,1826,NA,NA,NA,NA,NA,NA,NA
684,229,NA,NA,NA,NA,1819,NA,NA,NA
1091,NA,NA,1294,199,NA,NA,NA,NA,NA
972,1833,NA,1819,1826,NA,NA,NA,NA,NA
2052,NA,NA,NA,667,NA,NA,NA,NA,NA
2104,NA,NA,NA,1826,NA,NA,NA,NA,NA
37449,NA,NA,NA,NA,NA,342,NA,NA,NA
28388,NA,NA,NA,NA,NA,1487,NA,NA,NA
1523,NA,1826,NA,NA,NA,NA,NA,NA,NA
28285,NA,NA,NA,NA,NA,1819,NA,NA,NA
2146,NA,NA,NA,280,NA,NA,NA,NA,NA
1240,NA,1826,1224,NA,NA,NA,NA,NA,NA
4293,NA,NA,NA,NA,1826,1272,243,NA,NA
38608,NA,NA,NA,NA,NA,733,NA,NA,NA
2124,NA,NA,NA,679,NA,NA,NA,NA,NA
2294,NA,NA,NA,980,1826,560,NA,NA,NA
1382,NA,1826,1819,NA,NA,NA,NA,NA,NA
1146,NA,NA,1819,1826,NA,NA,NA,NA,NA
1384,1833,1826,1819,1826,NA,NA,NA,NA,NA
1859,NA,NA,1225,1826,1826,1819,NA,NA,NA
4526,NA,NA,NA,NA,1826,NA,NA,NA,NA
686,301,NA,NA,NA,NA,NA,NA,NA,NA
28339,NA,NA,NA,NA,NA,1819,NA,NA,NA
28261,NA,NA,NA,NA,NA,1353,NA,NA,NA
1326,NA,749,1819,NA,NA,NA,NA,NA,NA
4340,NA,NA,NA,NA,595,1819,NA,NA,NA
23709,NA,NA,NA,NA,79,NA,NA,NA,NA
4539,NA,NA,NA,NA,1826,1819,NA,NA,NA
4257,NA,NA,NA,NA,1826,NA,NA,NA,NA
2269,NA,NA,NA,1379,NA,NA,NA,NA,NA
23708,NA,NA,NA,NA,79,NA,NA,NA,NA
4486,NA,NA,NA,NA,1826,NA,NA,NA,NA
4358,NA,NA,NA,NA,1826,NA,NA,NA,NA
23809,NA,NA,NA,NA,79,NA,NA,NA,NA
23793,NA,NA,NA,NA,79,NA,NA,NA,NA
28382,NA,NA,NA,NA,NA,1819,NA,NA,NA
23830,NA,NA,NA,NA,79,1819,NA,NA,NA
2258,NA,NA,NA,1469,NA,NA,NA,NA,NA
2234,NA,NA,NA,1826,NA,NA,NA,NA,NA
2032,NA,NA,NA,1826,NA,NA,NA,NA,NA
2127,NA,NA,NA,931,NA,NA,NA,NA,NA
998,NA,NA,1819,NA,NA,NA,NA,NA,NA
28980,NA,NA,NA,NA,NA,1819,NA,NA,NA
963,NA,NA,85,NA,NA,NA,NA,NA,NA
2137,NA,NA,NA,1826,NA,NA,NA,NA,NA
1504,1833,1826,NA,NA,NA,NA,NA,NA,NA
1119,NA,NA,1819,NA,NA,NA,NA,NA,NA
680,1833,NA,NA,NA,NA,NA,NA,NA,NA
2138,NA,NA,NA,1826,NA,NA,NA,NA,NA
1893,NA,NA,181,503,1826,NA,NA,NA,NA
94281,NA,NA,NA,NA,NA,280,NA,NA,NA
1188,NA,658,1819,1826,1826,NA,NA,NA,NA
2149,NA,NA,NA,1379,1826,NA,NA,NA,NA
4249,NA,NA,NA,NA,546,NA,NA,NA,NA
2060,NA,NA,NA,1826,NA,NA,NA,NA,NA
4381,NA,NA,NA,NA,398,NA,NA,NA,NA
1498,NA,1826,NA,NA,NA,NA,NA,NA,NA
677,1,NA,NA,NA,NA,NA,NA,NA,NA
2188,NA,NA,NA,1826,554,NA,NA,NA,NA
4435,NA,NA,NA,NA,1826,NA,NA,NA,NA
2305,NA,NA,NA,980,1826,NA,NA,NA,NA
1861,NA,NA,1225,1826,98,NA,NA,NA,NA
34005,NA,NA,NA,NA,NA,342,NA,NA,NA
4515,NA,NA,NA,NA,1826,1819,NA,NA,NA
956,883,NA,1819,1826,NA,NA,NA,NA,NA
23710,NA,NA,NA,NA,79,NA,NA,NA,NA
1771,NA,1100,NA,NA,NA,NA,NA,NA,NA
1311,NA,NA,1819,1826,1826,1819,NA,NA,NA
2126,NA,NA,NA,679,NA,NA,NA,NA,NA
23778,NA,NA,NA,NA,79,NA,NA,NA,NA
38421,NA,NA,NA,NA,NA,229,NA,NA,NA
39022,NA,NA,NA,NA,NA,683,NA,NA,NA
1376,NA,1826,1819,1826,NA,NA,NA,NA,NA
24089,NA,NA,NA,NA,79,1819,NA,NA,NA
1361,NA,1826,1819,1826,NA,NA,NA,NA,NA
1230,NA,1826,1819,NA,NA,NA,NA,NA,NA
1199,NA,NA,1819,1826,NA,NA,NA,NA,NA
2163,NA,NA,NA,1826,1826,NA,NA,NA,NA
28198,NA,NA,NA,NA,NA,1819,NA,NA,NA
1510,NA,1826,NA,NA,NA,NA,NA,NA,NA
682,1833,405,NA,NA,NA,NA,NA,NA,NA
674,1110,NA,NA,NA,NA,NA,NA,NA,NA
2182,NA,NA,NA,1826,1826,1819,NA,NA,NA
1951,NA,NA,NA,1826,NA,NA,NA,NA,NA
2071,NA,NA,NA,1826,NA,NA,NA,NA,NA
1506,1833,1826,NA,NA,NA,NA,NA,NA,NA
4742,NA,NA,NA,NA,1826,NA,NA,NA,NA
4745,NA,NA,NA,NA,1826,NA,NA,NA,NA
1377,1833,1826,1819,NA,NA,NA,NA,NA,NA
