"mep_id","CRE","WDECL","COMPARL","REPORT","REPORT_SHADOW","COMPARL_SHADOW","MOTION","OQ","WEXP","WQ","MINT","IMOTION","PRUNACT"
4553,22,2,2,1,0,0,1,13,2,1,0,1,0
4556,21,2,7,1,0,0,9,1,0,4,0,0,0
4751,149,5,2,42,0,0,168,24,73,164,1,0,0
5846,60,2,1,5,0,0,3,0,1,20,0,0,0
21331,271,4,0,0,0,0,9,23,92,93,0,51,0
21817,209,13,0,0,0,0,15,14,2,341,0,26,0
21918,2,0,2,0,0,0,0,0,10,2,0,0,0
22418,38,3,1,3,0,0,5,1,0,81,0,0,0
23693,264,5,0,2,0,0,15,16,679,21,3,0,0
23704,248,4,4,4,0,0,49,14,167,54,0,0,0
23706,23,1,0,0,0,0,25,2,0,2,0,0,0
23784,24,2,1,0,0,0,9,4,0,37,0,1,0
23785,98,1,0,4,0,0,64,4,0,13,0,0,0
23787,122,4,3,4,0,0,5,24,30,15,1,0,0
23791,323,1,5,1,0,0,27,2,162,80,0,3,0
23894,319,5,3,1,0,0,106,12,213,10,4,0,0
25704,76,2,4,2,0,0,6,1,21,50,0,0,0
26146,49,1,6,0,0,0,60,5,1,88,0,0,0
26851,68,1,3,0,0,0,22,13,3,197,1,0,0
28116,661,13,20,3,0,0,258,12,799,184,2,0,0
28124,155,1,0,5,0,0,18,1,46,6,0,1,0
28126,82,0,2,5,0,0,2,3,32,27,0,0,0
28131,85,0,1,1,0,0,31,11,78,29,0,0,0
28132,46,1,0,4,0,0,2,0,1,2,0,0,0
28135,55,0,4,3,0,0,4,2,2,14,1,0,0
28154,44,1,1,2,0,0,1,0,27,88,0,0,0
28165,64,1,3,3,0,0,10,9,0,17,0,0,0
28166,16,0,0,2,0,0,113,5,0,9,0,0,0
28178,447,6,2,0,0,0,4,11,199,15,3,0,0
28192,616,2,1,2,0,0,19,3,391,20,1,0,0
28206,0,2,0,0,0,0,0,0,23,0,0,0,0
28208,91,7,0,3,0,0,203,31,120,54,1,0,0
28210,727,0,0,0,0,0,6,13,65,143,0,52,0
28220,63,1,7,15,0,0,12,10,0,42,0,0,0
28225,51,0,0,0,0,0,4,5,2,19,0,0,0
28228,27,2,3,2,0,0,9,5,1,21,0,0,0
28233,133,1,0,1,0,0,74,10,0,35,0,0,0
28238,42,0,2,3,0,0,9,8,1,38,0,0,0
28240,31,1,4,1,0,0,46,8,0,21,0,1,0
28242,329,0,0,2,0,0,71,3,2,12,0,0,0
28244,6,0,1,2,0,0,2,0,2,19,1,0,0
28248,103,3,0,0,0,0,26,10,0,16,0,0,0
28251,26,2,0,1,0,0,12,0,0,5,0,0,0
28257,122,4,6,3,0,0,84,6,44,110,0,1,0
28276,0,0,0,1,0,0,186,2,205,9,1,0,0
28284,33,0,1,0,0,0,29,7,0,5,0,0,0
28292,199,4,10,38,0,0,7,3,21,45,0,0,0
28299,8,0,0,0,0,0,10,0,0,3,0,0,0
28301,59,1,0,18,0,0,35,8,4,12,0,0,0
28306,348,1,1,2,0,0,151,18,8,160,2,0,0
28307,152,2,2,6,0,0,63,1,247,88,0,1,0
28308,37,0,0,1,0,0,2,3,0,12,0,1,0
28314,201,1,5,4,0,0,10,13,15,17,1,0,0
28316,111,16,3,3,0,0,124,7,17,64,0,1,0
28331,71,0,0,0,0,0,2,0,31,2,0,0,0
28334,89,0,0,0,0,0,59,3,2,0,0,0,0
28341,81,0,1,1,0,0,4,1,5,13,0,0,0
28365,219,1,5,5,0,0,207,8,0,11,0,0,0
28377,171,1,1,6,0,0,144,1,95,7,0,0,0
28379,75,3,1,1,0,0,5,1,12,9,0,0,0
28393,50,0,0,1,0,0,32,1,3,29,0,0,0
28394,123,1,0,4,0,0,20,7,0,54,2,0,0
28397,107,3,0,8,0,0,32,2,1,35,0,0,0
28398,110,2,1,2,0,0,4,0,62,219,0,0,0
28404,267,20,0,0,0,0,9,14,0,85,0,34,0
28424,251,4,0,1,0,0,349,7,30,22,2,0,0
28451,56,4,0,0,0,0,171,6,5,12,2,1,0
28481,65,0,1,3,0,0,16,2,0,7,0,1,0
28497,342,0,0,0,0,0,1,0,129,8,0,0,0
28508,75,1,0,1,0,0,63,3,1,80,0,0,0
28618,147,0,0,0,0,0,1,0,0,0,0,0,0
30190,274,4,0,0,0,0,5,11,74,59,0,27,0
33569,81,0,0,0,0,0,4,3,0,48,0,0,0
33984,462,1,1,4,0,0,13,4,0,2,0,0,0
33989,146,11,1,1,0,0,87,11,69,87,0,0,0
34249,99,19,1,2,0,0,187,19,22,55,0,0,0
34250,43,13,8,2,0,0,184,6,0,13,0,0,0
34728,24,0,0,0,0,0,7,5,0,9,0,0,0
35135,281,2,4,8,0,0,17,5,9,65,0,0,0
35743,67,4,0,1,0,0,5,2,0,35,0,0,0
37324,161,0,37,5,0,0,3,12,1,4,1,0,0
37448,22,0,0,0,0,0,0,0,0,0,0,0,0
38596,227,4,1,3,0,0,6,5,254,18,0,0,0
38601,0,2,0,0,0,0,0,0,12,0,0,0,0
38605,40,1,0,1,0,0,5,2,0,8,0,0,0
39711,174,3,2,0,0,0,349,3,0,8,0,0,0
39713,24,6,0,2,0,0,23,10,0,20,2,0,0
39717,44,4,2,6,0,0,122,3,0,13,1,0,0
39721,126,1,0,2,0,0,4,5,0,0,1,0,0
39724,404,7,4,1,0,0,250,8,14,31,1,0,0
39726,147,1,0,2,0,0,173,4,136,24,1,0,0
40224,320,1,1,0,0,0,168,4,392,21,1,0,0
58758,300,8,1,3,0,0,202,8,140,93,2,1,0
72754,9,0,5,0,0,0,1,0,50,16,0,6,0
72775,694,1,0,1,0,0,8,1,680,192,0,0,0
84175,0,0,0,0,0,0,0,0,103,0,0,0,0
90110,42,0,0,0,0,0,109,11,0,119,0,0,0
93624,17,0,0,2,0,0,3,1,1,10,0,0,0
94282,0,0,0,0,0,0,0,0,66,0,0,0,0
95281,0,10,10,0,0,0,141,19,163,154,1,0,0
96272,266,3,9,16,0,0,277,14,33,26,2,0,0
96603,92,20,3,0,0,0,14,19,93,136,1,1,0
96651,163,6,5,4,0,0,271,5,0,10,1,0,0
96655,774,6,1,0,0,0,54,10,305,44,2,0,0
96656,31,3,0,0,0,0,34,2,0,10,2,0,0
96661,321,0,0,0,0,0,0,1,0,7,0,0,0
96663,65,1,2,1,0,0,0,2,0,83,0,3,0
96670,710,5,1,0,0,0,396,24,1134,252,0,0,0
96672,126,0,5,4,0,0,43,17,85,24,0,0,0
96673,78,0,4,3,0,0,22,6,92,15,0,0,0
96674,182,6,0,3,0,0,63,15,17,14,0,1,0
96675,2,0,0,0,0,0,0,0,0,0,0,0,0
96677,156,3,5,8,0,0,253,40,0,46,0,0,0
96680,951,12,4,1,0,0,167,9,653,92,1,1,0
96684,85,3,3,4,0,0,205,3,0,58,1,1,0
96694,415,11,0,2,0,0,180,25,667,68,1,0,0
96696,42,1,0,1,0,0,3,3,1,2,0,0,0
96705,49,0,3,1,0,0,1,3,4,33,1,0,0
96710,20,0,1,0,0,0,1,3,0,27,0,0,0
96715,151,12,1,1,0,0,15,29,69,47,1,0,0
96718,205,10,0,3,0,0,15,15,97,69,2,0,0
96728,108,1,1,3,0,0,314,10,1,61,0,0,0
96729,73,12,1,3,0,0,13,5,1,79,0,0,0
96735,166,2,0,1,0,0,228,30,44,111,1,0,0
96736,57,0,2,2,0,0,7,9,0,12,0,0,0
96742,921,0,0,0,0,0,4,1,49,37,0,0,0
96744,16,3,0,0,0,0,10,8,0,53,0,0,0
96748,71,2,8,6,0,0,21,19,48,67,0,1,0
96754,71,5,5,4,0,0,6,12,0,37,0,0,0
96762,69,0,5,4,0,0,132,3,0,12,0,0,0
96763,151,4,0,7,0,0,4,5,0,63,0,0,0
96764,3,0,0,0,0,0,2,4,0,12,0,0,0
96765,44,2,1,2,0,0,7,1,0,14,0,0,0
96767,29,2,0,1,0,0,0,3,0,10,0,0,0
96768,268,1,1,2,0,0,59,5,68,30,1,0,0
96774,247,0,6,8,0,0,175,6,60,39,0,0,0
96781,170,1,2,1,0,0,1,6,20,21,1,0,0
96784,109,1,0,0,0,0,7,3,33,15,0,0,0
96790,13,0,1,1,0,0,9,0,0,8,0,0,0
96805,38,0,0,0,0,0,1,0,0,16,0,0,0
96806,79,8,2,6,0,0,29,6,1,22,0,0,0
96813,465,5,8,2,0,0,61,16,371,231,0,1,0
96815,125,0,0,4,0,0,196,26,2,104,0,0,0
96816,825,18,26,9,0,0,223,16,621,106,1,1,0
96824,396,8,17,8,0,0,286,8,5,108,3,0,0
96825,390,9,1,7,0,0,31,10,287,41,2,0,0
96831,105,3,3,0,0,0,23,4,1,32,0,0,0
96835,72,1,1,0,0,0,21,5,9,12,2,0,0
96836,35,1,2,5,0,0,6,1,1,4,0,0,0
96838,336,2,14,12,0,0,447,3,3,15,1,1,0
96839,11,0,1,2,0,0,2,1,1,4,0,0,0
96840,133,0,0,5,0,0,140,2,1,7,0,0,0
96847,127,1,1,1,0,0,8,14,423,43,0,1,0
96848,161,6,2,22,0,0,92,8,5,31,0,0,0
96849,501,2,11,7,0,0,5,10,459,126,1,0,0
96851,13,1,3,0,0,0,6,11,0,1,0,0,0
96854,34,0,1,1,0,0,49,16,1,82,1,0,0
96857,472,6,1,2,0,0,105,2,235,67,0,0,0
96858,497,2,1,1,0,0,321,24,282,52,1,0,0
96870,103,6,2,3,0,0,22,9,5,38,0,0,0
96871,48,2,1,3,0,0,0,15,2,23,0,1,0
96872,10,0,0,0,0,0,42,1,37,23,2,0,0
96876,52,0,5,2,0,0,12,6,0,5,0,0,0
96877,328,1,0,0,0,0,0,4,118,28,0,0,0
96882,56,1,2,1,0,0,2,5,12,11,0,0,0
96883,0,1,0,0,0,0,0,0,5,0,0,0,0
96884,791,0,0,1,0,0,36,3,946,97,0,0,0
96892,89,0,4,26,0,0,39,11,0,10,0,0,0
96901,169,3,0,2,0,0,3,12,11,16,1,0,0
96907,560,10,1,0,0,0,108,20,246,136,3,0,0
96912,34,0,0,0,0,0,12,1,0,15,0,0,0
96915,85,4,3,2,0,0,4,4,0,53,0,0,0
96917,101,11,9,4,0,0,26,7,0,34,1,0,0
96918,257,4,10,36,0,0,5,2,163,27,0,0,0
96919,31,3,3,2,0,0,6,7,1,40,0,0,0
96920,144,0,3,3,0,0,4,4,0,7,0,0,0
96931,32,0,2,2,0,0,85,3,1,17,0,0,0
96937,41,2,0,0,0,0,311,4,48,29,0,0,0
96940,72,2,2,4,0,0,19,37,0,33,0,1,0
96945,176,1,4,6,0,0,420,16,0,179,2,1,0
96948,124,3,3,3,0,0,30,10,9,28,1,0,0
96949,67,1,4,2,0,0,8,7,1,17,0,0,0
96956,186,0,3,5,0,0,17,27,5,66,0,0,0
96957,162,3,0,2,0,0,10,2,3,45,0,0,0
96958,439,0,2,0,0,0,2,1,379,103,0,0,0
96981,969,1,0,0,0,0,3,11,917,144,1,19,0
96993,716,9,0,2,0,0,10,12,270,133,0,26,0
96996,4,0,0,0,0,0,0,0,79,7,0,0,0
96997,59,0,0,1,0,0,2,10,0,6,0,0,0
97014,78,9,3,2,0,0,10,21,29,34,0,0,0
97017,350,0,2,3,0,0,74,21,1,45,0,0,0
97019,0,17,0,0,0,0,0,0,831,0,0,0,0
97022,200,1,0,0,0,0,195,8,276,43,1,0,0
97025,5,0,0,0,0,0,0,0,18,0,0,0,0
97078,169,3,3,2,0,0,25,2,16,95,0,1,0
97136,157,6,5,18,0,0,35,5,0,15,0,0,0
97137,33,1,1,1,0,0,1,6,3,14,0,0,0
97170,1,0,0,0,0,0,0,0,0,11,0,0,0
97203,391,7,2,2,0,0,220,0,486,0,0,0,0
97293,18,0,2,0,0,0,3,13,0,9,0,2,0
97296,768,2,6,1,0,0,8,7,726,78,0,0,0
97513,48,0,0,0,0,0,2,8,0,22,0,3,0
99650,241,0,0,0,0,0,2,1,591,9,0,0,0
101580,166,4,2,3,0,0,4,6,25,20,0,0,0
102886,969,4,5,1,0,0,60,5,48,33,0,0,0
102887,193,0,0,0,0,0,0,1,152,40,0,0,0
102931,19,3,2,2,0,0,30,22,2,65,0,0,0
103246,86,0,0,0,0,0,3,0,28,106,0,1,0
103488,334,7,3,2,0,0,99,2,265,176,0,0,0
103845,114,7,0,6,0,0,2,8,102,28,0,0,0
106202,542,0,0,0,0,0,1,2,803,11,0,0,0
107041,64,3,2,1,0,0,5,10,19,22,2,0,0
107385,3,0,0,0,0,0,0,0,0,1,0,0,0
108080,942,1,2,1,0,0,37,9,1132,150,0,0,0
109337,102,6,0,2,0,0,35,9,0,39,0,0,0
110977,749,0,0,0,0,0,2,10,766,125,0,250,0
111014,283,2,1,3,0,0,192,13,24,72,0,0,0
111024,68,0,4,0,0,0,13,3,31,14,0,0,0
111027,95,4,0,1,0,0,0,4,81,48,1,0,0
111033,3,0,0,0,0,0,0,0,7,1,0,0,0
111589,482,1,0,1,0,0,14,2,0,121,0,0,0
112753,86,26,1,2,0,0,321,5,0,162,1,20,0
112755,647,4,0,1,0,0,144,1,0,32,0,1,0
112788,205,1,1,1,0,0,0,7,175,16,0,0,0
114279,195,5,2,10,0,0,13,6,146,35,0,1,0
117477,299,4,0,2,0,0,196,19,107,98,0,0,0
117491,84,2,4,1,0,0,3,3,56,60,0,0,0
118658,622,22,3,11,0,0,113,1,75,120,1,1,0
118858,982,18,0,0,0,0,0,0,1097,0,0,0,0
119434,480,22,0,0,0,0,0,0,1106,0,0,0,0
119435,802,8,0,2,0,0,188,3,0,37,0,1,0
119436,980,8,6,2,0,0,240,6,1016,35,3,2,0
122885,42,0,0,0,0,0,24,14,0,34,0,0,0
124287,175,0,1,2,0,0,13,17,127,49,0,0,0
124688,215,0,0,0,0,0,0,0,0,0,0,0,0
124689,535,6,2,2,0,0,102,23,235,196,1,0,0
124695,16,3,0,0,0,0,0,2,4,14,0,0,0
124697,77,4,4,2,0,0,45,6,0,14,0,0,0
124698,58,2,2,2,0,0,22,4,0,8,0,0,0
124699,345,7,1,10,0,0,186,12,359,32,0,0,0
124702,178,1,0,2,0,0,237,1,97,6,0,0,0
124703,1090,21,5,2,0,0,161,20,294,178,1,1,0
124706,1227,5,6,3,0,0,390,12,1176,107,1,0,0
124707,291,5,13,2,0,0,273,10,528,39,0,0,0
124711,541,5,0,1,0,0,2,9,316,144,2,0,0
124720,43,3,0,3,0,0,71,2,0,4,0,0,0
124721,144,7,3,5,0,0,31,36,2,141,0,1,0
124723,135,4,3,1,0,0,29,13,4,99,1,1,0
124725,86,0,0,0,0,0,29,4,97,18,0,0,0
124727,53,2,0,2,0,0,13,0,0,16,0,0,0
124728,698,0,2,1,0,0,4,3,784,39,0,0,0
124729,248,2,0,0,0,0,1,3,201,65,0,0,0
124730,756,3,1,2,0,0,57,6,877,47,2,0,0
124731,65,0,2,0,0,0,3,3,0,176,0,0,0
124732,203,3,4,1,0,0,7,6,220,51,0,0,0
124733,364,6,5,2,0,0,7,4,415,23,0,0,0
124736,99,14,5,2,0,0,211,63,5,112,4,1,0
124737,140,0,0,2,0,0,7,1,0,5,0,0,0
124740,58,0,4,3,0,0,2,5,20,63,2,0,0
124741,282,8,4,2,0,0,6,5,2,48,1,2,0
124742,82,2,2,2,0,0,10,6,2,51,1,0,0
124743,29,2,1,2,0,0,4,3,12,6,1,0,0
124744,56,2,0,2,0,0,39,10,110,26,0,0,0
124745,5,0,0,0,0,0,1,1,40,7,0,0,0
124746,990,2,2,4,0,0,49,2,666,161,0,0,0
124748,945,9,0,0,0,0,4,14,1003,140,0,37,0
124749,1130,13,7,1,0,0,252,11,1264,101,5,1,0
124750,849,15,1,0,0,0,15,30,1220,192,0,211,0
124751,779,9,0,0,0,0,2,12,1034,278,1,73,0
124752,0,1,0,0,0,0,0,0,0,0,0,0,0
124753,410,4,0,0,0,0,2,14,697,41,0,27,0
124754,1679,55,4,1,0,0,409,22,1263,600,5,40,0
124755,251,1,0,0,0,0,8,14,0,40,0,17,0
124756,576,7,1,1,0,0,187,24,904,42,1,0,0
124757,804,4,0,0,0,0,2,13,674,123,0,95,0
124758,673,5,0,0,0,0,4,15,925,34,0,33,0
124759,90,2,0,5,0,0,27,2,0,12,0,0,0
124761,468,0,0,0,0,0,2,13,714,34,0,24,0
124763,645,8,0,0,0,0,74,3,764,44,0,2,0
124764,13,2,0,0,0,0,5,0,0,7,0,0,0
124767,676,14,0,0,0,0,5,13,156,112,0,88,0
124768,308,3,0,0,0,0,264,14,69,18,0,0,0
124769,979,6,0,0,0,0,2,14,635,295,0,309,0
124772,904,12,0,0,0,0,2,9,571,81,2,4,0
124773,662,0,12,6,0,0,5,0,549,29,1,0,0
124776,25,0,0,5,0,0,2,2,0,13,0,1,0
124778,290,4,2,4,0,0,32,19,61,258,2,2,0
124786,19,5,0,1,0,0,10,5,6,5,0,0,0
124787,539,15,3,1,0,0,7,11,982,89,1,2,0
124788,95,6,4,1,0,0,42,10,93,44,2,1,0
124789,107,0,2,2,0,0,135,3,14,95,0,0,0
124790,1301,23,13,2,0,0,189,13,956,363,3,2,0
124791,246,3,3,7,0,0,15,9,371,76,1,0,0
124792,128,6,1,0,0,0,12,7,21,46,1,0,0
124793,627,16,2,1,0,0,121,7,753,169,1,0,0
124794,325,15,0,0,0,0,8,5,417,64,0,1,0
124796,54,6,6,3,0,0,16,19,3,81,1,2,0
124797,46,8,2,4,0,0,18,34,0,189,0,0,0
124800,98,4,0,1,0,0,79,6,26,42,0,0,0
124801,243,1,1,2,0,0,146,15,83,48,0,0,0
124803,297,10,4,3,0,0,124,21,103,98,1,0,0
124804,95,2,5,1,0,0,11,11,0,61,0,0,0
124805,12,2,2,2,0,0,2,2,0,13,0,1,0
124810,117,4,1,2,0,0,201,37,0,84,2,0,0
124811,76,7,3,4,0,0,85,20,0,189,2,3,0
124813,172,10,1,1,0,0,45,29,40,325,2,3,0
124815,678,4,1,0,0,0,115,15,17,49,1,0,0
124816,49,2,2,2,0,0,9,4,0,34,0,0,0
124817,360,24,1,1,0,0,146,11,221,176,0,1,0
124819,18,0,0,1,0,0,135,3,0,6,0,0,0
124820,390,1,2,3,0,0,5,8,236,32,0,0,0
124823,356,1,2,0,0,0,29,2,219,83,1,0,0
124824,313,0,4,0,0,0,6,4,242,27,1,0,0
124825,743,2,0,0,0,0,81,7,215,106,4,0,0
124826,24,0,0,0,0,0,10,3,0,15,0,0,0
124827,293,2,0,0,0,0,6,4,230,16,1,0,0
124829,174,0,2,0,0,0,7,2,97,6,0,0,0
124830,138,1,0,0,0,0,11,3,62,15,0,0,0
124832,168,0,0,0,0,0,0,2,19,71,0,2,0
124838,23,0,0,0,0,0,3,4,0,4,0,0,0
124839,71,0,5,1,0,0,78,3,0,2,0,0,0
124840,17,0,0,1,0,0,3,1,0,8,0,0,0
124841,6,0,1,1,0,0,1,1,4,4,0,0,0
124842,68,7,4,3,0,0,26,19,0,119,2,2,0
124847,452,11,1,0,0,0,63,9,698,60,1,0,0
124848,0,1,0,0,0,0,0,0,0,0,0,0,0
124849,32,2,0,0,0,0,4,5,0,45,0,0,0
124851,1556,55,5,1,0,0,224,28,1190,421,2,38,0
124853,658,4,0,0,0,0,3,17,135,114,1,4,0
124854,522,21,1,2,0,0,17,5,37,41,0,1,0
124855,73,3,5,4,0,0,5,11,0,20,1,1,0
124857,19,0,0,1,0,0,1,5,0,6,1,0,0
124858,43,9,0,0,0,0,28,16,0,150,0,0,0
124859,74,1,0,1,0,0,4,8,0,155,0,2,0
124860,151,4,1,1,0,0,40,4,34,31,0,0,0
124863,61,8,2,3,0,0,37,43,0,60,0,1,0
124864,309,6,1,1,0,0,132,19,522,89,1,0,0
124868,444,6,2,2,0,0,175,12,100,96,0,1,0
124869,821,7,0,1,0,0,4,10,0,290,0,230,0
124870,136,3,1,5,0,0,100,4,30,83,0,1,0
124871,29,2,0,0,0,0,2,15,0,10,0,0,0
124874,29,0,2,0,0,0,12,10,0,3,0,0,0
124876,20,1,0,0,0,0,1,7,0,21,0,1,0
124878,30,0,0,3,0,0,8,3,1,153,0,0,0
124879,191,0,0,0,0,0,1,0,13,11,0,0,0
124880,7,2,0,0,0,0,0,3,0,28,0,0,0
124881,21,9,0,1,0,0,2,8,0,13,1,0,0
124882,20,0,0,0,0,0,1,1,0,12,0,0,0
124883,106,1,1,2,0,0,151,2,17,41,0,0,0
124886,44,0,0,0,0,0,5,2,8,19,1,0,0
124888,3,0,0,0,0,0,7,5,1,25,0,1,0
124889,147,2,6,1,0,0,151,11,106,115,1,0,0
124890,393,1,4,3,0,0,228,10,187,182,1,0,0
124892,328,0,0,0,0,0,22,2,0,14,0,0,0
124893,307,2,14,3,0,0,80,2,60,41,0,0,0
124894,43,0,0,0,0,0,1,2,0,35,0,1,0
124896,77,2,5,7,0,0,19,15,0,24,1,1,0
124897,54,2,0,0,0,0,13,6,1,61,0,0,0
124898,53,1,2,1,0,0,44,6,0,29,1,0,0
124899,10,0,0,19,0,0,2,1,0,6,0,0,0
124900,161,1,0,0,0,0,13,4,8,15,0,0,0
124901,419,14,3,1,0,0,212,7,308,79,1,0,0
124902,17,0,0,0,0,0,1,1,0,0,0,1,0
124903,148,10,2,3,0,0,258,4,0,32,0,0,0
124926,414,5,0,3,0,0,180,5,156,28,1,0,0
124927,673,6,1,5,0,0,217,3,606,24,1,0,0
124928,404,3,0,0,0,0,1,4,932,197,1,3,0
124930,341,4,0,0,0,0,12,8,250,55,3,0,0
124932,111,3,2,1,0,0,44,23,2,208,0,0,0
124933,88,2,1,1,0,0,35,2,0,123,0,0,0
124935,35,0,0,1,0,0,54,3,0,17,0,0,0
124937,27,0,0,1,0,0,11,1,0,5,0,0,0
124938,100,0,0,0,0,0,4,0,0,24,0,2,0
124939,508,1,0,0,0,0,1,1,107,1,0,0,0
124940,62,0,0,0,0,0,1,0,0,6,0,0,0
124941,46,0,0,0,0,0,2,0,0,102,0,0,0
124943,18,3,1,0,0,0,12,3,1,6,0,0,0
124944,53,2,4,1,0,0,15,1,0,32,0,0,0
124945,417,0,0,0,0,0,1,2,768,134,0,0,0
124947,52,2,1,1,0,0,27,14,145,25,0,0,0
124948,903,9,1,0,0,0,100,2,564,493,0,0,0
124949,61,4,1,1,0,0,2,6,1,65,0,0,0
124950,363,0,0,0,0,0,1,0,617,14,0,0,0
124951,294,0,0,0,0,0,1,0,252,47,0,0,0
124954,35,0,0,0,0,0,12,5,0,34,0,0,0
124955,324,0,0,0,0,0,1,1,177,12,0,0,0
124956,49,0,0,1,0,0,14,2,0,6,0,0,0
124957,270,0,0,0,0,0,1,0,423,30,0,0,0
124958,1141,0,0,0,0,0,2,0,1161,164,0,0,0
124960,119,6,0,0,0,0,8,5,0,29,0,0,0
124962,843,2,0,0,0,0,146,3,14,69,0,0,0
124964,53,0,0,0,0,0,1,1,0,5,0,0,0
124966,140,0,0,0,0,0,1,0,22,78,0,0,0
124967,353,0,0,0,0,0,2,1,0,17,0,0,0
124968,721,5,3,0,0,0,129,4,21,81,0,0,0
124969,0,3,0,0,0,0,0,0,0,0,0,0,0
124971,710,0,0,0,0,0,2,0,909,81,1,0,0
124984,0,5,0,0,0,0,0,0,1010,0,0,0,0
124987,519,3,6,3,0,0,38,19,929,163,2,0,0
124990,132,2,0,0,0,0,78,3,51,11,1,0,0
124993,145,0,3,5,0,0,272,19,10,108,0,0,0
124994,51,0,0,3,0,0,4,2,7,33,0,0,0
124995,104,0,0,0,0,0,9,1,0,11,2,0,0
124997,134,2,3,3,0,0,192,23,2,40,1,0,0
125002,993,15,1,4,0,0,179,18,405,492,0,3,0
125003,620,18,0,0,0,0,0,0,150,0,0,0,0
125006,593,4,5,2,0,0,51,8,599,245,0,0,0
125013,293,8,3,1,0,0,124,15,153,103,2,0,0
125016,40,0,5,3,0,0,1,3,2,33,0,0,0
125018,99,0,0,1,0,0,20,6,33,6,0,0,0
125019,47,0,0,3,0,0,0,6,12,23,0,0,0
125022,39,0,4,1,0,0,19,3,0,25,0,1,0
125024,1019,5,2,4,0,0,14,14,824,162,1,4,0
125026,109,7,8,5,0,0,13,22,0,23,0,0,0
125028,86,0,0,0,0,0,1,9,0,57,0,6,0
125029,5,1,0,0,0,0,1,7,0,4,0,1,0
125031,322,1,0,0,0,0,31,4,0,352,0,0,0
125032,0,2,0,0,0,0,0,0,1024,0,0,0,0
125033,72,0,0,0,0,0,5,0,0,13,0,0,0
125034,2,0,0,0,0,0,1,0,0,0,0,0,0
125035,944,1,9,1,0,0,262,23,934,269,1,0,0
125036,90,0,0,0,0,0,5,0,0,18,0,0,0
125037,47,0,0,0,0,0,21,12,51,70,0,0,0
125039,29,3,2,0,0,0,53,1,0,169,0,0,0
125040,297,9,4,2,0,0,377,18,224,254,1,1,0
125041,397,4,3,4,0,0,46,5,314,91,0,1,0
125044,1116,22,3,2,0,0,114,4,966,539,0,0,0
125047,978,6,1,1,0,0,147,24,997,429,1,3,0
125048,1032,3,1,0,0,0,118,32,478,407,1,0,0
