congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
118,Senate,14871,72,0,OR,100,,,"WYDEN, Ronald Lee",W000779,1949.0,,-0.331,-0.484,-32.32696,0.94477,569,16,,-0.363,-0.69
118,Senate,40908,72,0,OR,100,,,"MERKLEY, Jeff",M001176,1956.0,,-0.446,-0.74,-46.4703,0.92023,559,19,,-0.511,-0.75
118,Senate,40703,14,0,PA,100,,,"CASEY, Robert (Bob), Jr.",C001070,1960.0,,-0.313,0.167,-14.48607,0.97437,558,4,,-0.298,0.053
118,Senate,42301,14,0,PA,100,,,"FETTERMAN, John Karl",F000479,1969.0,,-0.342,0.064,-18.42193,0.96083,461,6,,-0.341,0.067
118,Senate,29142,5,0,RI,100,,,"REED, John F. (Jack)",R000122,1949.0,,-0.367,-0.172,-15.10796,0.97411,576,5,,-0.403,-0.067
118,Senate,40704,5,0,RI,100,,,"WHITEHOUSE, Sheldon",W000802,1955.0,,-0.356,-0.084,-14.13413,0.97516,562,3,,-0.428,-0.005
118,Senate,21173,48,0,SC,200,,,"SCOTT, Tim",S001184,1965.0,,0.635,0.003,-51.75838,0.88902,440,13,,0.675,0.072
118,Senate,29566,48,0,SC,200,,,"GRAHAM, Lindsey O.",G000359,1955.0,,0.366,-0.283,-197.11115,0.69512,542,109,,0.311,-0.343
118,Senate,29754,37,0,SD,200,,,"THUNE, John",T000250,1961.0,,0.432,0.23,-81.48196,0.86809,576,34,,0.426,0.499
118,Senate,41505,37,0,SD,200,,,"ROUNDS, Marion Michael (Mike)",R000605,1954.0,,0.347,0.09,-119.16263,0.80457,548,52,,0.282,0.207
118,Senate,20351,54,0,TN,200,,,"BLACKBURN, Marsha",B001243,1952.0,,0.632,0.141,-54.45991,0.90474,544,22,,0.695,0.032
118,Senate,42100,54,0,TN,200,,,"HAGERTY, William Francis (Bill)",H000601,1959.0,,0.683,-0.106,-62.67457,0.88562,516,22,,0.661,-0.022
118,Senate,40305,49,0,TX,200,,,"CORNYN, John",C001056,1952.0,,0.47,-0.067,-96.18365,0.84296,563,40,,0.442,0.05
118,Senate,41304,49,0,TX,200,,,"CRUZ, Rafael Edward (Ted)",C001098,1970.0,,0.784,-0.193,-68.75052,0.87813,529,39,,0.709,-0.08
118,Senate,41110,67,0,UT,200,,,"LEE, Mike",L000577,1971.0,,0.891,-0.454,-74.86124,0.87099,542,50,,0.876,-0.483
118,Senate,41902,67,0,UT,200,,,"ROMNEY, Willard Mitt (Mitt)",R000615,1947.0,,0.283,0.304,-93.28369,0.83721,525,45,,0.259,0.347
118,Senate,20750,6,0,VT,100,,,"WELCH, Peter",W000800,1947.0,,-0.41,-0.38,-31.70698,0.94552,566,17,,-0.499,-0.645
118,Senate,29147,6,0,VT,328,,,"SANDERS, Bernard",S000033,1941.0,,-0.542,-0.419,-118.70649,0.79378,514,45,,-0.737,-0.676
118,Senate,40909,40,0,VA,100,,,"WARNER, Mark",W000805,1954.0,,-0.207,-0.051,-28.88782,0.94963,559,9,,-0.397,0.216
118,Senate,41305,40,0,VA,100,,,"KAINE, Timothy Michael (Tim)",K000384,1958.0,,-0.247,-0.07,-45.51511,0.92364,573,15,,-0.396,0.033
118,Senate,39310,73,0,WA,100,,,"CANTWELL, Maria E.",C000127,1958.0,,-0.305,-0.409,-17.92498,0.96899,569,5,,-0.357,-0.278
118,Senate,49308,73,0,WA,100,,,"MURRAY, Patty",M001111,1950.0,,-0.352,-0.305,-13.96753,0.97558,565,4,,-0.326,-0.283
118,Senate,20146,56,0,WV,200,,,"CAPITO, Shelley Moore",C001047,1953.0,,0.281,0.143,-105.67897,0.8249,549,33,,0.32,0.298
118,Senate,40915,56,0,WV,100,,,"MANCHIN, Joe, III",M001183,1947.0,,-0.057,0.4,-69.44833,0.86209,468,17,,-0.034,0.32
118,Senate,90915,56,0,WV,328,,,"MANCHIN, Joe, III",M001183,1947.0,,-0.05,-0.41,-2.4612,0.95377,52,1,,-0.016,-0.3
118,Senate,29940,25,0,WI,100,,,"BALDWIN, Tammy",B001230,1962.0,,-0.491,-0.137,-35.07872,0.94062,573,16,,-0.318,-0.34
118,Senate,41111,25,0,WI,200,,,"JOHNSON, Ron",J000293,1955.0,,0.64,-0.139,-78.85951,0.86843,559,33,,0.719,-0.089
118,Senate,20953,68,0,WY,200,,,"LUMMIS, Cynthia M.",L000571,1954.0,,0.684,-0.33,-90.09084,0.84815,547,49,,0.648,-0.17
118,Senate,40707,68,0,WY,200,,,"BARRASSO, John A.",B001261,1952.0,,0.538,0.201,-49.99205,0.89827,466,17,,0.555,0.116
